gene	gc
MAGI2	0.6265
MAGI3	0.659
MAGIX	0.5965
MAGOH	0.5275
MAGOHB	0.4345
MAGT1	0.455
MAK	0.521
MAK16	0.552
MAL	0.617
MAL2	0.5985
MALL	0.5645
MALRD1	0.356
MALSU1	0.516
MALT1	0.63
MAMDC2	0.5735
MAMDC4	0.647
MAML1	0.6135
MAML2	0.4515
MAML3	0.497
MAMLD1	0.6685
MAMSTR	0.6125
MAN1A1	0.661
MAN1A2	0.6255
MAN1B1	0.6685
MAN1C1	0.7585
MAN2A1	0.6275
MAN2A2	0.546
MAN2B1	0.564
MAN2B2	0.6285
MAN2C1	0.558
MANBA	0.5425
MANBAL	0.425
MANEA	0.4775
MANEAL	0.6635
MANF	0.61
MANSC1	0.5045
MANSC4	0.415
MAOA	0.5305
MAOB	0.566
MAP10	0.5075
MAP1A	0.554
MAP1B	0.557
MAP1LC3A	0.52
MAP1LC3B	0.67
MAP1LC3B2	0.499
MAP1LC3C	0.506
MAP1S	0.616
MAP2	0.372
MAP2K1	0.6045
MAP2K2	0.611
MAP2K3	0.664
MAP2K4	0.599
MAP2K5	0.578
MAP2K6	0.4505
MAP2K7	0.6675
MAP3K1	0.7005
MAP3K10	0.7085
MAP3K11	0.628
MAP3K12	0.5715
MAP3K13	0.402
MAP3K15	0.63
MAP3K19	0.3915
MAP3K2	0.583
MAP3K3	0.6875
MAP3K4	0.587
MAP3K5	0.6665
MAP3K6	0.63
MAP3K7	0.523
MAP3K7CL	0.4385
MAP3K8	0.649
MAP3K9	0.6675
MAP4	0.5925
MAP4K1	0.5865
MAP4K2	0.6395
MAP4K3	0.6175
MAP4K4	0.638
MAP4K5	0.597
MAP6	0.5955
MAP6D1	0.6595
MAP7	0.4735
MAP7D1	0.7025
MAP7D2	0.6345
MAP7D3	0.5875
MAP9	0.4355
MAPK1	0.6225
MAPK10	0.405
MAPK11	0.6885
MAPK12	0.7175
MAPK13	0.6025
MAPK14	0.62
MAPK15	0.588
MAPK1IP1L	0.5705
MAPK3	0.6275
MAPK4	0.693
MAPK6	0.624
MAPK7	0.54
MAPK8	0.606
MAPK8IP1	0.6465
MAPK8IP2	0.7095
MAPK8IP3	0.653
MAPK9	0.7195
MAPKAP1	0.542
MAPKAPK2	0.641
MAPKAPK3	0.6285
MAPKAPK5	0.5775
MAPKBP1	0.546
MAPRE1	0.5865
MAPRE2	0.484
MAPRE3	0.6015
MAPT	0.5975
MARC1	0.594
MARC2	0.5625
MARCH1	0.5645
MARCH10	0.5665
MARCH11	0.691
MARCH2	0.522
MARCH3	0.6565
MARCH4	0.6
MARCH5	0.61
MARCH6	0.596
MARCH7	0.5395
MARCH8	0.542
MARCH9	0.659
MARCKS	0.4945
MARCKSL1	0.703
MARCO	0.424
MARK1	0.6205
MARK2	0.6175
MARK3	0.6315
MARK4	0.687
MARS	0.5275
MARS2	0.524
MARVELD1	0.666
MARVELD2	0.5165
MARVELD3	0.6555
MAS1	0.4525
MAS1L	0.49
MASP1	0.465
MASP2	0.59
MAST1	0.5855
MAST2	0.574
MAST3	0.5395
MAST4	0.6085
MASTL	0.5675
MAT1A	0.437
MAT2A	0.637
MAT2B	0.5095
MATK	0.5745
MATN1	0.5775
MATN2	0.4605
MATN3	0.605
MATN4	0.571
MATR3	0.5825
MAU2	0.599
MAVS	0.6245
MAX	0.6245
MAZ	0.7855
MB	0.497
MB21D1	0.594
MB21D2	0.5475
MBD1	0.621
MBD2	0.5725
MBD3	0.6755
MBD3L1	0.5925
MBD3L2	0.4
MBD3L3	0.391
MBD3L4	0.3915
MBD3L5	0.3915
MBD4	0.524
MBD5	0.574
MBD6	0.6245
MBIP	0.4405
MBL2	0.4855
MBLAC1	0.6105
MBLAC2	0.5785
MBNL1	0.4935
MBNL2	0.3985
MBNL3	0.3575
MBOAT1	0.5655
MBOAT2	0.6855
MBOAT4	0.425
MBOAT7	0.6715
MBP	0.724
MBTD1	0.6435
MBTPS1	0.5835
MBTPS2	0.4795
MC1R	0.557
MC2R	0.4345
MC3R	0.527
MC4R	0.3985
MC5R	0.487
MCAM	0.664
MCAT	0.5795
MCC	0.5645
MCCC1	0.49
MCCC2	0.535
MCCD1	0.5395
MCEE	0.5065
MCF2	0.401
MCF2L	0.6045
MCF2L2	0.6365
MCFD2	0.5775
MCHR1	0.554
MCHR2	0.5105
MCIDAS	0.635
MCL1	0.588
MCM10	0.4975
MCM2	0.5495
MCM3	0.463
MCM3AP	0.5435
MCM4	0.62
MCM5	0.576
MCM6	0.561
MCM7	0.6195
MCM8	0.5055
MCM9	0.51
MCMBP	0.6395
MCMDC2	0.4595
MCOLN1	0.596
MCOLN2	0.5865
MCOLN3	0.5935
MCPH1	0.6215
MCRS1	0.543
MCTP1	0.6805
MCTP2	0.4535
MCTS1	0.45
MCU	0.5665
MCUR1	0.58
MDC1	0.5115
MDFI	0.6605
MDFIC	0.5675
MDGA1	0.682
MDGA2	0.487
MDH1	0.496
MDH1B	0.495
MDH2	0.5735
MDK	0.7145
MDM1	0.4885
MDM2	0.5815
MDM4	0.5335
MDN1	0.539
MDP1	0.523
MDS2	0.52
ME1	0.5805
ME2	0.5955
ME3	0.5665
MEA1	0.5945
MEAF6	0.592
MECOM	0.432
MECP2	0.6385
MECR	0.5005
MED1	0.482
MED10	0.543
MED11	0.542
MED12	0.5255
MED12L	0.6205
MED13	0.5905
MED13L	0.696
MED14	0.5585
MED15	0.565
MED16	0.6
MED17	0.521
MED18	0.5155
MED19	0.538
MED20	0.545
MED21	0.504
MED22	0.6345
MED23	0.4505
MED24	0.469
MED25	0.589
MED26	0.694
MED27	0.4705
MED28	0.504
MED29	0.5705
MED30	0.499
MED31	0.565
MED4	0.5185
MED6	0.4505
MED7	0.4915
MED8	0.512
MED9	0.5305
MEDAG	0.615
MEF2A	0.682
MEF2B	0.5885
MEF2BNB	0.5885
MEF2BNB-MEF2B	0.587
MEF2C	0.329
MEF2D	0.6565
MEFV	0.533
MEGF10	0.534
MEGF11	0.66
MEGF6	0.6685
MEGF8	0.6295
MEGF9	0.6795
MEGT1	0.497
MEI1	0.579
MEI4	0.3585
MEIG1	0.528
MEIOB	0.577
MEIS1	0.4565
MEIS2	0.546
MEIS3	0.676
MELK	0.542
MEMO1	0.6945
MEN1	0.5135
MEOX1	0.505
MEOX2	0.5705
MEP1A	0.32
MEP1B	0.3585
MEPCE	0.655
MEPE	0.457
MERTK	0.6515
MESDC1	0.656
MESDC2	0.496
MESP1	0.643
MESP2	0.639
MEST	0.6075
MET	0.565
METAP1	0.624
METAP1D	0.4845
METAP2	0.51
METRN	0.734
METRNL	0.79
METTL1	0.5855
METTL10	0.6045
METTL11B	0.4145
METTL12	0.5885
METTL13	0.527
METTL14	0.4495
METTL15	0.4525
METTL16	0.4915
METTL17	0.494
METTL18	0.4865
METTL20	0.4605
METTL21A	0.637
METTL21B	0.5815
METTL21C	0.3915
METTL22	0.5275
METTL23	0.629
METTL24	0.6
METTL25	0.508
METTL2A	0.4775
METTL2B	0.476
METTL3	0.5075
METTL4	0.4935
METTL5	0.51
METTL6	0.536
METTL7A	0.385
METTL7B	0.545
METTL8	0.5795
METTL9	0.6155
MEX3A	0.6585
MEX3B	0.69
MEX3C	0.7115
MEX3D	0.796
MFAP1	0.4515
MFAP2	0.6295
MFAP3	0.4705
MFAP3L	0.6045
MFAP4	0.6025
MFAP5	0.431
MFF	0.5275
MFGE8	0.557
MFHAS1	0.6745
MFI2	0.699
MFN1	0.529
MFN2	0.594
MFNG	0.63
MFRP	0.5795
MFSD1	0.5425
MFSD10	0.719
MFSD11	0.565
MFSD12	0.6745
MFSD2A	0.5975
MFSD2B	0.6375
MFSD3	0.703
MFSD4	0.6515
MFSD5	0.5615
MFSD6	0.6325
MFSD6L	0.5995
MFSD7	0.6335
MFSD8	0.5505
MFSD9	0.5105
MGA	0.555
MGAM	0.4045
MGARP	0.518
MGAT1	0.5705
MGAT2	0.6
MGAT3	0.76
MGAT4A	0.381
MGAT4B	0.6085
MGAT4C	0.32
MGAT5	0.655
MGAT5B	0.5765
MGC10955	0.484
MGC4294	0.5525
MGC4771	0.608
MGEA5	0.5895
MGLL	0.5915
MGME1	0.593
MGMT	0.6295
MGP	0.4035
MGRN1	0.62
MGST1	0.47
MGST2	0.4955
MGST3	0.5565
MIA	0.5085
MIA2	0.3385
MIA3	0.643
MIB1	0.6415
MIB2	0.6845
MICA	0.6085
MICAL1	0.6495
MICAL2	0.6405
MICAL3	0.591
MICALCL	0.5035
MICALL1	0.711
MICALL2	0.695
MICB	0.5835
MICU1	0.491
MICU2	0.5135
MICU3	0.5675
MID1	0.449
MID1IP1	0.591
MID2	0.6045
MIDN	0.7195
MIEF1	0.5975
MIEF2	0.626
MIEN1	0.575
MIER1	0.578
MIER2	0.6575
MIER3	0.666
MIF	0.6235
MIF4GD	0.685
MIIP	0.5735
MILR1	0.411
MINA	0.539
MINK1	0.617
MINOS1	0.5325
MINOS1-NBL1	0.534
MINPP1	0.569
MIOS	0.555
MIOX	0.6215
MIP	0.5265
MIPEP	0.529
MIPOL1	0.4725
MIS12	0.56
MIS18A	0.5635
MIS18BP1	0.518
MISP	0.6305
MITD1	0.4365
MITF	0.567
MIXL1	0.6085
MKI67	0.5795
MKKS	0.535
MKL1	0.622
MKL2	0.3645
MKLN1	0.5385
MKNK1	0.5305
MKNK2	0.704
MKRN1	0.607
MKRN2	0.535
MKRN3	0.464
MKS1	0.5045
MKX	0.6195
MLANA	0.408
MLC1	0.442
MLEC	0.616
MLF1	0.5425
MLF2	0.596
MLH1	0.5295
MLH3	0.4995
MLIP	0.3265
MLK4	0.7005
MLKL	0.509
MLLT1	0.6625
MLLT10	0.6795
MLLT11	0.524
MLLT3	0.6015
MLLT4	0.746
MLLT6	0.679
MLN	0.5365
MLNR	0.6705
MLPH	0.614
MLST8	0.6035
MLTK	0.6065
MLX	0.6215
MLXIP	0.6405
MLXIPL	0.6315
MLYCD	0.612
MMAA	0.444
MMAB	0.532
MMACHC	0.531
MMADHC	0.4395
MMD	0.6105
MMD2	0.668
MME	0.5495
MMEL1	0.6195
MMGT1	0.598
MMP1	0.438
MMP10	0.3405
MMP11	0.62
MMP13	0.382
MMP14	0.5695
MMP15	0.682
MMP16	0.572
MMP17	0.709
MMP19	0.5055
MMP2	0.58
MMP20	0.3775
MMP21	0.5455
MMP23B	0.7265
MMP24	0.6575
MMP25	0.7095
MMP26	0.3485
MMP27	0.38
MMP28	0.582
MMP3	0.375
MMP7	0.3685
MMP8	0.386
MMP9	0.5445
MMRN1	0.362
MMRN2	0.611
MMS19	0.6935
MMS22L	0.479
MN1	0.689
MNAT1	0.42
MND1	0.559
MNDA	0.352
MNS1	0.4465
MNT	0.6605
MNX1	0.7385
MOAP1	0.5925
MOB1A	0.5345
MOB1B	0.568
MOB2	0.64
MOB3A	0.6885
MOB3B	0.5425
MOB3C	0.526
MOB4	0.5465
MOBP	0.394
MOCOS	0.636
MOCS1	0.522
MOCS2	0.4795
MOCS3	0.582
MOG	0.478
MOGAT1	0.541
MOGAT2	0.537
MOGAT3	0.58
MOGS	0.5895
MOK	0.499
MON1A	0.5455
MON1B	0.537
MON2	0.516
MORC1	0.443
MORC2	0.48
MORC3	0.589
MORC4	0.553
MORF4L1	0.596
MORF4L2	0.4035
MORN1	0.661
MORN2	0.517
MORN3	0.511
MORN4	0.53
MORN5	0.4865
MOS	0.512
MOSPD1	0.5825
MOSPD2	0.5345
MOSPD3	0.606
MOV10	0.5665
MOV10L1	0.569
MOXD1	0.6075
MPC1	0.688
MPC2	0.5905
MPDU1	0.59
MPDZ	0.577
MPEG1	0.4635
MPG	0.696
MPHOSPH10	0.5125
MPHOSPH6	0.5355
MPHOSPH8	0.518
MPHOSPH9	0.4225
MPI	0.5445
MPL	0.5365
MPLKIP	0.5615
MPND	0.6595
MPO	0.5585
MPP1	0.554
MPP2	0.5895
MPP3	0.6475
MPP4	0.395
MPP5	0.5925
MPP6	0.6725
MPP7	0.4285
MPPE1	0.562
MPPED1	0.6875
MPPED2	0.396
MPRIP	0.6535
MPST	0.6625
MPV17	0.5265
MPV17L	0.579
MPV17L2	0.592
MPZ	0.484
MPZL1	0.5765
MPZL2	0.4585
MPZL3	0.398
MR1	0.4465
MRAP	0.3995
MRAP2	0.574
MRAS	0.535
MRC1	0.4985
MRC1L1	0.4985
MRC2	0.6405
MRE11A	0.477
MREG	0.5285
MRFAP1	0.555
MRFAP1L1	0.511
MRGBP	0.655
MRGPRD	0.514
MRGPRE	0.6175
MRGPRF	0.65
MRGPRG	0.6615
MRGPRX1	0.4695
MRGPRX2	0.425
MRGPRX3	0.5585
MRGPRX4	0.4575
MRI1	0.625
MRM1	0.616
MRO	0.4455
MROH1	0.525
MROH2A	0.4565
MROH2B	0.401
MROH5	0.5575
MROH6	0.651
MROH7	0.4915
MROH8	0.5525
MROH9	0.3625
MRP63	0.5245
MRPL1	0.434
MRPL10	0.4655
MRPL11	0.5255
MRPL12	0.648
MRPL13	0.457
MRPL14	0.6625
MRPL15	0.454
MRPL16	0.511
MRPL17	0.517
MRPL18	0.569
MRPL19	0.521
MRPL2	0.5615
MRPL20	0.6395
MRPL21	0.545
MRPL22	0.4425
MRPL23	0.715
MRPL24	0.498
MRPL27	0.4865
MRPL28	0.633
MRPL3	0.4675
MRPL30	0.476
MRPL32	0.501
MRPL33	0.4815
MRPL34	0.585
MRPL35	0.4755
MRPL36	0.5825
MRPL37	0.534
MRPL38	0.6155
MRPL39	0.5305
MRPL4	0.584
MRPL40	0.693
MRPL41	0.7135
MRPL42	0.4745
MRPL43	0.5965
MRPL44	0.466
MRPL45	0.518
MRPL46	0.51
MRPL47	0.443
MRPL48	0.4785
MRPL49	0.552
MRPL50	0.507
MRPL51	0.5295
MRPL52	0.5005
MRPL53	0.53
MRPL54	0.4885
MRPL55	0.617
MRPL9	0.506
MRPS10	0.4185
MRPS11	0.5125
MRPS12	0.5585
MRPS14	0.483
MRPS15	0.5245
MRPS16	0.5145
MRPS17	0.5575
MRPS18A	0.4955
MRPS18B	0.4985
MRPS18C	0.4665
MRPS2	0.659
MRPS21	0.477
MRPS22	0.5775
MRPS23	0.534
MRPS24	0.537
MRPS25	0.5615
MRPS26	0.6485
MRPS27	0.523
MRPS28	0.478
MRPS30	0.475
MRPS31	0.5005
MRPS33	0.468
MRPS34	0.6865
MRPS35	0.499
MRPS36	0.4965
MRPS5	0.539
MRPS6	0.707
MRPS7	0.5905
MRPS9	0.51
MRRF	0.4895
MRS2	0.5115
MRTO4	0.5575
MRVI1	0.532
MS4A1	0.408
MS4A10	0.508
MS4A12	0.436
MS4A13	0.4095
MS4A14	0.387
MS4A15	0.487
MS4A18	0.4825
MS4A2	0.369
MS4A3	0.434
MS4A4A	0.4065
MS4A4E	0.37
MS4A5	0.4455
MS4A6A	0.402
MS4A6E	0.418
MS4A7	0.4145
MS4A8	0.4445
MSANTD1	0.649
MSANTD2	0.5825
MSANTD3	0.588
MSANTD3-TMEFF1	0.451
MSANTD4	0.508
MSC	0.5635
MSGN1	0.5035
MSH2	0.5605
MSH3	0.5625
MSH4	0.495
MSH5	0.549
MSH6	0.6525
MSI1	0.729
MSI2	0.6085
MSL1	0.73
MSL2	0.6525
MSL3	0.665
MSLN	0.657
MSLNL	0.66
MSMB	0.463
MSMO1	0.522
MSMP	0.527
MSN	0.5905
MSR1	0.3765
MSRA	0.5715
MSRB1	0.6045
MSRB2	0.5575
MSRB3	0.6105
MSS51	0.408
MST1	0.6055
MST1R	0.6325
MST4	0.6015
MSTN	0.316
MSTO1	0.5485
MSX1	0.636
MSX2	0.5635
MT1A	0.557
MT1B	0.5295
MT1E	0.5665
MT1F	0.5465
MT1G	0.5625
MT1H	0.564
MT1HL1	0.4505
MT1M	0.5765
MT1X	0.553
MT2A	0.5745
MT3	0.601
MT4	0.54
MTA1	0.728
MTA2	0.6845
MTA3	0.6335
MTAP	0.553
MTBP	0.4545
MTCH1	0.612
MTCH2	0.5405
MTCP1	0.578
MTDH	0.618
MTERF	0.46
MTERFD1	0.582
MTERFD2	0.546
MTERFD3	0.4935
MTF1	0.5675
MTF2	0.498
MTFMT	0.5325
MTFP1	0.5475
MTFR1	0.5635
MTFR1L	0.633
MTFR2	0.492
MTG1	0.5655
MTG2	0.5395
MTHFD1	0.5645
MTHFD1L	0.616
MTHFD2	0.574
MTHFD2L	0.51
MTHFR	0.5385
MTHFS	0.555
MTHFSD	0.5575
MTIF2	0.4685
MTIF3	0.5335
MTL5	0.675
MTM1	0.5885
MTMR1	0.6185
MTMR10	0.57
MTMR11	0.509
MTMR12	0.619
MTMR14	0.5655
MTMR2	0.479
MTMR3	0.5715
MTMR4	0.599
MTMR6	0.495
MTMR7	0.545
MTMR8	0.502
MTMR9	0.563
MTNR1A	0.539
MTNR1B	0.5205
MTO1	0.4975
MTOR	0.528
MTPAP	0.4745
MTPN	0.4795
MTR	0.5165
MTRF1	0.412
MTRF1L	0.5185
MTRNR2L1	0.3995
MTRNR2L10	0.393
MTRNR2L11	0.397
MTRNR2L12	0.3955
MTRNR2L13	0.3975
MTRNR2L2	0.4265
MTRNR2L3	0.399
MTRNR2L4	0.4475
MTRNR2L5	0.374
MTRNR2L6	0.3885
MTRNR2L7	0.3735
MTRNR2L8	0.4325
MTRNR2L9	0.4185
MTRR	0.5535
MTSS1	0.6335
MTSS1L	0.703
MTTP	0.437
MTURN	0.618
MTUS1	0.558
MTUS2	0.4185
MTX1	0.6245
MTX2	0.5045
MTX3	0.4875
MUC1	0.6155
MUC12	0.575
MUC13	0.4445
MUC15	0.3185
MUC16	0.461
MUC17	0.581
MUC19	0.3665
MUC2	0.647
MUC20	0.4775
MUC21	0.488
MUC22	0.4695
MUC3A	0.539
MUC4	0.5975
MUC5AC	0.636
MUC5B	0.6685
MUC6	0.6945
MUC7	0.323
MUC8	0.709
MUCL1	0.39
MUL1	0.5115
MUM1	0.731
MUM1L1	0.349
MURC	0.3415
MUS81	0.6385
MUSK	0.426
MUSTN1	0.5625
MUT	0.454
MUTYH	0.5695
MVB12A	0.488
MVB12B	0.687
MVD	0.666
MVK	0.525
MVP	0.546
MX1	0.551
MX2	0.535
MXD1	0.638
MXD3	0.65
MXD4	0.728
MXI1	0.5635
MXRA5	0.64
MXRA7	0.6215
MXRA8	0.615
MYADM	0.697
MYADML2	0.51
MYB	0.616
MYBBP1A	0.591
MYBL1	0.616
MYBL2	0.641
MYBPC1	0.3535
MYBPC2	0.622
MYBPC3	0.549
MYBPH	0.5895
MYBPHL	0.5415
MYC	0.575
MYCBP	0.5
MYCBP2	0.5785
MYCBPAP	0.5865
MYCL	0.665
MYCN	0.6
MYCT1	0.341
MYD88	0.597
MYEF2	0.5005
MYEOV	0.5925
MYEOV2	0.6145
MYF5	0.5135
MYF6	0.4885
MYH1	0.3625
MYH10	0.7035
MYH11	0.5215
MYH13	0.3995
MYH14	0.587
MYH15	0.3795
MYH2	0.372
MYH3	0.512
MYH4	0.3875
MYH6	0.554
MYH7	0.544
MYH7B	0.4685
MYH8	0.3615
MYH9	0.649
MYL1	0.369
MYL10	0.5325
MYL12A	0.556
MYL12B	0.591
MYL2	0.518
MYL3	0.564
MYL4	0.509
MYL5	0.6235
MYL6	0.5655
MYL6B	0.535
MYL7	0.6115
MYL9	0.668
MYLIP	0.6155
MYLK	0.56
MYLK2	0.579
MYLK3	0.5825
MYLK4	0.375
MYLPF	0.5225
MYNN	0.53
MYO10	0.621
MYO15A	0.606
MYO15B	0.59
MYO16	0.372
MYO18A	0.6485
MYO18B	0.531
MYO19	0.6165
MYO1A	0.477
MYO1B	0.6005
MYO1C	0.6405
MYO1D	0.6015
MYO1E	0.585
MYO1F	0.5545
MYO1G	0.583
MYO1H	0.4145
MYO3A	0.592
MYO3B	0.432
MYO5A	0.6485
MYO5B	0.6565
MYO5C	0.5535
MYO6	0.56
MYO7A	0.581
MYO7B	0.5675
MYO9A	0.616
MYO9B	0.642
MYOC	0.477
MYOCD	0.542
MYOD1	0.647
MYOF	0.4265
MYOG	0.573
MYOM1	0.407
MYOM2	0.498
MYOM3	0.5715
MYOT	0.3575
MYOZ1	0.518
MYOZ2	0.394
MYOZ3	0.537
MYPN	0.372
MYPOP	0.648
MYRF	0.63
MYRFL	0.399
MYRIP	0.65
MYSM1	0.5115
MYT1	0.467
MYT1L	0.3805
MYZAP	0.5685
MZB1	0.5745
MZF1	0.567
MZT1	0.5695
MZT2A	0.6885
MZT2B	0.677
N4BP1	0.5805
N4BP2	0.6705
N4BP2L1	0.6145
N4BP2L2	0.4865
N4BP3	0.6285
N6AMT1	0.4245
N6AMT2	0.5165
NAA10	0.6585
NAA11	0.4505
NAA15	0.5535
NAA16	0.561
NAA20	0.5475
NAA25	0.582
NAA30	0.6345
NAA35	0.553
NAA38	0.465
NAA40	0.614
NAA50	0.589
NAA60	0.5175
NAAA	0.6055
NAALAD2	0.436
NAALADL1	0.587
NAALADL2	0.357
NAB1	0.644
NAB2	0.6565
NABP1	0.5775
NABP2	0.5385
NACA	0.492
NACA2	0.4005
NACAD	0.6625
NACC1	0.6255
NACC2	0.7115
NADK	0.6685
NADK2	0.6545
NADSYN1	0.5615
NAE1	0.547
NAF1	0.5175
NAGA	0.564
NAGK	0.5595
NAGLU	0.6015
NAGPA	0.562
NAGS	0.609
NAIF1	0.614
NAIP	0.475
NALCN	0.6065
NAMPT	0.6505
NAMPTL	0.421
NANOG	0.444
NANOGNB	0.4465
NANOS1	0.739
NANOS2	0.5585
NANOS3	0.5815
NANP	0.614
NANS	0.5715
NAP1L1	0.5665
NAP1L2	0.442
NAP1L3	0.4855
NAP1L4	0.6395
NAP1L5	0.582
NAP1L6	0.457
NAPA	0.6115
NAPB	0.5965
NAPEPLD	0.4995
NAPG	0.536
NAPRT1	0.6585
NAPSA	0.4825
NARF	0.6105
NARFL	0.652
NARG2	0.4925
NARS	0.565
NARS2	0.507
NASP	0.592
NAT1	0.4555
NAT10	0.498
NAT14	0.671
NAT16	0.648
NAT2	0.38
NAT6	0.595
NAT8	0.5295
NAT8L	0.791
NAT9	0.58
NAV1	0.629
NAV2	0.6605
NAV3	0.359
NBAS	0.489
NBEA	0.6215
NBEAL1	0.5445
NBEAL2	0.6385
NBL1	0.5605
NBN	0.507
NBPF1	0.571
NBPF10	0.4395
NBPF11	0.561
NBPF12	0.571
NBPF14	0.2745
NBPF15	0.4525
NBPF16	0.427
NBPF20	0.429
NBPF24	0.4325
NBPF3	0.583
NBPF4	0.4145
NBPF6	0.401
NBPF8	0.4665
NBPF9	0.471
NBR1	0.5485
NCALD	0.5435
NCAM1	0.5255
NCAM2	0.569
NCAN	0.589
NCAPD2	0.535
NCAPD3	0.6095
NCAPG	0.546
NCAPG2	0.651
NCAPH	0.54
NCAPH2	0.628
NCBP1	0.5805
NCBP2	0.594
NCBP2L	0.4385
NCCRP1	0.6225
NCDN	0.6435
NCEH1	0.478
NCF1	0.5335
NCF2	0.4895
NCF4	0.532
NCK1	0.5895
NCK2	0.6695
NCKAP1	0.565
NCKAP1L	0.4535
NCKAP5	0.4135
NCKAP5L	0.612
NCKIPSD	0.6205
NCL	0.6445
NCLN	0.5905
NCMAP	0.582
NCOA1	0.67
NCOA2	0.695
NCOA3	0.535
NCOA4	0.523
NCOA5	0.5635
NCOA6	0.442
NCOA7	0.399
NCOR1	0.6315
NCOR2	0.6195
NCR1	0.508
NCR2	0.5655
NCR3	0.531
NCR3LG1	0.5385
NCS1	0.7385
NCSTN	0.5035
NDC1	0.4995
NDC80	0.494
NDE1	0.5085
NDEL1	0.574
NDFIP1	0.558
NDFIP2	0.516
NDN	0.57
NDNF	0.5835
NDNL2	0.5195
NDOR1	0.601
NDP	0.422
NDRG1	0.6175
NDRG2	0.65
NDRG3	0.57
NDRG4	0.722
NDST1	0.5605
NDST2	0.638
NDST3	0.48
NDST4	0.367
NDUFA1	0.5565
NDUFA10	0.586
NDUFA11	0.5935
NDUFA12	0.4685
NDUFA13	0.6215
NDUFA2	0.5055
NDUFA3	0.575
NDUFA4	0.504
NDUFA4L2	0.618
NDUFA5	0.4175
NDUFA6	0.571
NDUFA7	0.5885
NDUFA8	0.48
NDUFA9	0.452
NDUFAB1	0.542
NDUFAF1	0.5045
NDUFAF2	0.5355
NDUFAF3	0.653
NDUFAF4	0.5175
NDUFAF5	0.475
NDUFAF6	0.5425
NDUFAF7	0.536
NDUFB1	0.5705
NDUFB10	0.646
NDUFB11	0.5865
NDUFB2	0.5975
NDUFB3	0.4705
NDUFB4	0.446
NDUFB5	0.445
NDUFB6	0.459
NDUFB7	0.527
NDUFB8	0.5095
NDUFB9	0.4895
NDUFC1	0.5265
NDUFC2	0.5215
NDUFC2-KCTD14	0.5265
NDUFS1	0.536
NDUFS2	0.57
NDUFS3	0.5455
NDUFS4	0.403
NDUFS5	0.536
NDUFS6	0.535
NDUFS7	0.5755
NDUFS8	0.589
NDUFV1	0.6
NDUFV2	0.4985
NDUFV3	0.587
NEB	0.3885
NEBL	0.3425
NECAB1	0.5345
NECAB2	0.711
NECAB3	0.632
NECAP1	0.473
NECAP2	0.5575
NEDD1	0.528
NEDD4	0.363
NEDD4L	0.669
NEDD8	0.565
NEDD8-MDP1	0.5575
NEDD9	0.477
NEFH	0.6845
NEFM	0.5255
NEGR1	0.534
NEIL1	0.622
NEIL2	0.562
NEIL3	0.4435
NEK1	0.464
NEK10	0.49
NEK11	0.5035
NEK2	0.533
NEK3	0.4175
NEK4	0.531
NEK5	0.527
NEK6	0.67
NEK7	0.5755
NEK8	0.556
NEK9	0.5345
NELFA	0.5255
NELFB	0.689
NELFCD	0.6
NELFE	0.5505
NELL1	0.632
NELL2	0.502
NEMF	0.521
NENF	0.58
NEO1	0.6015
NES	0.6015
NET1	0.526
NETO1	0.6945
NETO2	0.702
NEU1	0.59
NEU2	0.5345
NEU3	0.482
NEU4	0.662
NEURL1	0.671
NEURL1B	0.6385
NEURL2	0.662
NEURL4	0.6005
NEUROD1	0.523
NEUROD2	0.6165
NEUROD4	0.4255
NEUROD6	0.3735
NEUROG1	0.6255
NEUROG2	0.6375
NEUROG3	0.6385
NEXN	0.5435
NF1	0.5865
NF2	0.561
NFAM1	0.609
NFASC	0.5785
NFAT5	0.4975
NFATC1	0.7075
NFATC2	0.6375
NFATC2IP	0.624
NFATC3	0.587
NFATC4	0.598
NFE2	0.5155
NFE2L1	0.597
NFE2L2	0.5835
NFE2L3	0.657
NFIA	0.551
NFIB	0.5925
NFIC	0.6835
NFIL3	0.678
NFIX	0.699
NFKB1	0.623
NFKB2	0.628
NFKBIA	0.6395
NFKBIB	0.5295
NFKBID	0.6035
NFKBIE	0.589
NFKBIL1	0.513
NFKBIZ	0.6
NFRKB	0.4085
NFS1	0.5615
NFU1	0.5375
NFX1	0.5485
NFXL1	0.5265
NFYA	0.6725
NFYB	0.669
NFYC	0.5515
NGB	0.6385
NGDN	0.4745
NGEF	0.499
NGF	0.6305
NGFR	0.6405
NGFRAP1	0.586
NGLY1	0.5655
NGRN	0.552
NHEJ1	0.559
NHLH1	0.5605
NHLH2	0.378
NHLRC1	0.561
NHLRC2	0.5505
NHLRC3	0.5405
NHLRC4	0.655
NHP2	0.5765
NHP2L1	0.568
NHS	0.6525
NHSL1	0.4445
NHSL2	0.624
NICN1	0.518
NID1	0.647
NID2	0.649
NIF3L1	0.5085
NIFK	0.5685
NIM1K	0.5795
NIN	0.673
NINJ1	0.6655
NINJ2	0.482
NINL	0.6165
NIP7	0.5675
NIPA1	0.653
NIPA2	0.551
NIPAL1	0.5815
NIPAL2	0.5425
NIPAL3	0.5355
NIPAL4	0.536
NIPBL	0.627
NIPSNAP1	0.572
NIPSNAP3A	0.525
NIPSNAP3B	0.5325
NISCH	0.6205
