gene	gc
KDM4C	0.529
TYRP1	0.367
LURAP1L	0.42425
LINC00583	0.35775
LOC389705	0.44925
SNAPC3	0.476
CCDC171	0.48725
CNTLN	0.4765
SH3GL2	0.503
ADAMTSL1	0.39225
MIR3152	0.36075
RRAGA	0.49025
DENND4C	0.36475
ACER2	0.538
FOCAD	0.45775
MIR491	0.3485
IFNA8	0.3645
IFNA1	0.389
MTAP	0.47875
C9orf53	0.50425
CDKN2B-AS1	0.5225
DMRTA1	0.44925
FLJ35282	0.3625
LOC100506422	0.3525
IFT74	0.454
IFT74	0.46425
IFT74	0.41475
TEK	0.40225
IFNK	0.36825
ACO1	0.48525
LOC100129250	0.497
LOC100129250	0.48575
TMEM215	0.5345
DNAJA1	0.51525
SPINK4	0.48875
CHMP5	0.54325
NFX1	0.5665
ANKRD18B	0.456
ANXA2P2	0.46325
PRSS3	0.52525
PRSS3	0.52725
PRSS3	0.49125
UBE2R2	0.56775
SNORD121B	0.484
UBAP1	0.5075
NUDT2	0.471
DNAI1	0.57225
LOC415056	0.5545
GALT	0.52
IL11RA	0.52225
IL11RA	0.56575
KIAA1045	0.52
DNAJB5	0.59175
DNAJB5	0.59975
C9orf131	0.43925
C9orf131	0.4595
UNC13B	0.478
ATP8B5P	0.47
ATP8B5P	0.4685
RUSC2	0.5505
RUSC2	0.499
TESK1	0.58025
MIR4667	0.57425
CCDC107	0.52275
CA9	0.50325
CREB3	0.531
RGP1	0.549
NPR2	0.60375
TMEM8B	0.5335
TMEM8B	0.536
FP588	0.52175
HRCT1	0.56925
LOC158376	0.574
RECK	0.5005
GLIPR2	0.575
CCIN	0.51675
CLTA	0.47825
MELK	0.50275
LOC100506710	0.455
ZCCHC7	0.5005
GRHPR	0.498
POLR1E	0.51075
FRMPD1	0.54625
TRMT10B	0.534
DCAF10	0.539
ALDH1B1	0.51925
FAM201A	0.56775
FAM75A1	0.4785
FAM75A2	0.4785
FAM75A1	0.48275
FAM75A2	0.48275
FAM74A1	0.4475
FAM75A3	0.481
FAM74A3	0.451
FAM75A5	0.4815
FAM75A7	0.4815
LOC643648	0.3725
ANKRD20A2	0.506
ANKRD20A3	0.506
FAM95B1	0.5725
FOXD4L2	0.4745
FOXD4L4	0.4745
AQP7P3	0.547
CNTNAP3B	0.42575
LOC643648	0.37225
FAM27C	0.4475
FAM27A	0.44625
KGFLP1	0.4565
LOC643648	0.372
PTGER4P2	0.497
ANKRD20A1	0.51475
ANKRD20A3	0.51475
LOC100132352	0.45525
ANKRD20A4	0.51425
LOC100133920	0.56425
CBWD3	0.4145
FOXD4L3	0.525
PGM5	0.5135
PIP5K1B	0.547
FAM122A	0.44625
FXN	0.5135
TJP2	0.55725
TJP2	0.49775
TJP2	0.4295
TJP2	0.4325
FAM189A2	0.48975
FAM189A2	0.37825
C9orf135	0.436
MAMDC2	0.513
SMC5	0.5
C9orf85	0.50325
GDA	0.42025
GDA	0.4655
TMC1	0.426
ANXA1	0.32875
RORB	0.45375
OSTF1	0.499
PCSK5	0.53025
RPSAP9	0.43775
GCNT1	0.45425
GCNT1	0.48525
GCNT1	0.42475
GCNT1	0.36225
PCA3	0.42425
FOXB2	0.6235
VPS13A	0.49275
CEP78	0.4735
PSAT1	0.53675
TLE4	0.584
FAM75D5	0.40525
FAM75D4	0.41775
FAM75D3	0.41775
FAM75D1	0.42275
IDNK	0.5115
RMI1	0.5145
NTRK2	0.495
NTRK2	0.5655
NTRK2	0.56475
LOC389765	0.49625
NAA35	0.47825
LOC100506834	0.56575
C9orf170	0.4685
DAPK1	0.543
CTSL1	0.49625
CTSL3	0.46975
CTSL1P8	0.474
FAM75E1	0.52525
FAM75C1	0.47225
SPIN1	0.57125
NXNL2	0.59825
C9orf47	0.53075
S1PR3	0.5375
CKS2	0.5185
MIR3153	0.48425
SECISBP2	0.433
GADD45G	0.592
UNQ6494	0.56775
SYK	0.45925
SYK	0.459
SYK	0.448
MIR3910-1	0.3875
LOC100128076	0.4805
LINC00475	0.601
CENPP	0.4475
LOC100128361	0.49225
ANKRD19P	0.576
FGD3	0.5135
FGD3	0.499
SUSD3	0.59675
C9orf89	0.63875
WNK2	0.6455
FAM120A	0.58275
PHF2	0.659
MIR4291	0.5005
PTPDC1	0.4915
PTPDC1	0.49325
PTPDC1	0.40175
MIRLET7A1	0.37775
MIRLET7F1	0.367
MIRLET7D	0.38875
ZNF169	0.494
LOC100132077	0.48275
HIATL1	0.513
C9orf3	0.46325
C9orf3	0.409
MIR2278	0.45125
MIR23B	0.526
MIR27B	0.5285
MIR24-1	0.5095
LOC100507346	0.489
ERCC6L2	0.47875
LOC158435	0.48675
HABP4	0.53625
LOC441455	0.45
LOC100132781	0.3915
LOC441454	0.43
FAM22G	0.47825
LOC100499484	0.446
LOC100499484-C9ORF174	0.446
C9orf174	0.43825
TDRD7	0.47975
TMOD1	0.524
TMOD1	0.534
NCBP1	0.512
FOXE1	0.62025
ANP32B	0.58175
NANS	0.52
GALNT12	0.54175
COL15A1	0.529
TGFBR1	0.55325
SEC61B	0.501
NR4A3	0.60525
STX17	0.4495
INVS	0.4445
MSANTD3	0.51575
MSANTD3	0.508
MSANTD3	0.52275
MSANTD3-TMEFF1	0.45475
TMEFF1	0.534
MURC	0.34375
LPPR1	0.53025
LPPR1	0.32
ZNF189	0.454
RNF20	0.44775
CYLC2	0.29875
SMC2	0.45125
SMC2	0.4445
OR13F1	0.3845
OR13C8	0.39425
OR13D1	0.403
NIPSNAP3A	0.4495
NIPSNAP3B	0.45625
LOC286367	0.33875
SLC44A1	0.5115
FSD1L	0.501
FSD1L	0.50125
FKTN	0.41675
TAL2	0.4515
TMEM38B	0.4485
ZNF462	0.55575
RAD23B	0.5335
RAD23B	0.509
RAD23B	0.49075
ACTL7A	0.502
FAM206A	0.488
PALM2	0.502
PALM2	0.48925
PALM2-AKAP2	0.48925
AKAP2	0.519
AKAP2	0.46525
MUSK	0.39275
ZNF483	0.48975
DNAJC25	0.46275
DNAJC25-GNG10	0.46275
GNG10	0.515
UGCG	0.5175
MIR4668	0.36825
HSDL2	0.46775
KIAA1958	0.50225
SNX30	0.5325
FAM225A	0.5025
SLC31A2	0.51125
SLC31A1	0.4725
PRPF4	0.4595
BSPRY	0.51325
C9orf43	0.508
RGS3	0.4695
RGS3	0.55
RGS3	0.5155
RGS3	0.5575
RGS3	0.5505
RGS3	0.54475
ZNF618	0.49325
COL27A1	0.6295
MIR455	0.542
ORM1	0.5115
ORM2	0.53675
ATP6V1G1	0.4985
C9orf91	0.54125
DEC1	0.3705
PAPPA	0.487
LOC100128505	0.423
TRIM32	0.48525
TLR4	0.40825
LOC100288842	0.4575
LOC253039	0.51475
CNTRL	0.40125
GSN	0.54325
GSN	0.52225
GSN	0.52925
DAB2IP	0.5685
DAB2IP	0.537
MORN5	0.46075
MRRF	0.453
MRRF	0.38975
PTGS1	0.56
OR1J2	0.4115
OR1J4	0.414
OR1N2	0.425
OR1Q1	0.37
OR1L1	0.419
OR1L3	0.4185
OR1L4	0.37625
OR1L6	0.39125
OR5C1	0.4855
OR1K1	0.48225
RABGAP1	0.43625
GPR21	0.419
CRB2	0.61875
LHX2	0.618
NEK6	0.58875
NEK6	0.585
NEK6	0.58225
NEK6	0.57175
NEK6	0.572
LOC100129034	0.498
GPR144	0.57525
MIR181A2HG	0.4205
MIR181A2	0.3795
MIR181B2	0.368
OLFML2A	0.55775
WDR38	0.58425
ARPC5L	0.5615
RABEPK	0.51275
RABEPK	0.51275
GAPVD1	0.49625
PBX3	0.62825
PBX3	0.6295
FAM125B	0.53225
LMX1B	0.69525
ZBTB43	0.5005
ZBTB34	0.55275
RALGPS1	0.56075
RALGPS1	0.46725
GARNL3	0.40125
SLC2A8	0.58825
ZNF79	0.519
LRSAM1	0.5565
LRSAM1	0.558
STXBP1	0.55325
C9orf117	0.56825
TTC16	0.61975
MIR3960	0.62775
MIR2861	0.62325
CDK9	0.62175
FPGS	0.54675
FPGS	0.5555
SLC25A25	0.57675
SLC25A25	0.49775
SLC25A25	0.5125
LOC389791	0.60175
LCN2	0.5805
C9orf16	0.55575
DNM1	0.574
SWI5	0.54475
COQ4	0.5215
SLC27A4	0.56475
URM1	0.51825
MIR2964A	0.61675
CERCAM	0.62325
ODF2	0.54875
ODF2	0.589
ODF2	0.583
ODF2	0.578
GLE1	0.49425
SPTAN1	0.5315
SET	0.52325
SET	0.5385
SET	0.62125
SET	0.59275
PKN3	0.5695
LOC100506100	0.57875
TBC1D13	0.52425
ENDOG	0.57025
LRRC8A	0.56725
LRRC8A	0.5645
PHYHD1	0.55425
PHYHD1	0.54125
NUP188	0.56
FAM73B	0.56825
DOLPP1	0.58225
PPP2R4	0.6135
PPP2R4	0.60375
PPP2R4	0.59725
C9orf106	0.60375
LOC100506190	0.5985
NTMT1	0.52075
PRRX2	0.626
TOR1B	0.5575
USP20	0.51675
USP20	0.5185
GPR107	0.49
NCS1	0.65375
NCS1	0.56725
ASS1	0.60925
FUBP3	0.50275
PRDM12	0.6445
EXOSC2	0.5035
ABL1	0.5075
ABL1	0.5035
LAMC3	0.51275
AIF1L	0.58875
NUP214	0.50625
PPAPDC3	0.6105
PRRC2B	0.47775
SNORD62A	0.541
SNORD62B	0.541
SNORD62A	0.54825
SNORD62B	0.54825
POMT1	0.5845
NTNG2	0.63
C9orf171	0.53575
BARHL1	0.605
GTF3C4	0.5395
C9orf9	0.5485
GFI1B	0.493
GTF3C5	0.53025
CEL	0.5605
CELP	0.55875
RPL7A	0.58625
SNORD24	0.56075
SNORD36B	0.531
SNORD36A	0.50825
SNORD36C	0.5025
SURF2	0.57625
C9orf96	0.55075
ADAMTS13	0.5055
ADAMTS13	0.5285
CACFD1	0.591
ADAMTSL2	0.601
ADAMTSL2	0.634
DBH	0.5855
LINC00094	0.54325
WDR5	0.59925
WDR5	0.51525
RXRA	0.68475
MIR4669	0.64775
COL5A1	0.611
FCN2	0.51125
OLFM1	0.6025
OLFM1	0.603
LOC401557	0.566
C9orf62	0.60675
PPP1R26	0.62475
MRPS2	0.62975
LCN1	0.52525
OBP2A	0.58225
PAEP	0.53825
LOC100130954	0.52425
LCN9	0.563
KCNT1	0.65175
GPSM1	0.67175
GPSM1	0.647
GPSM1	0.66525
PMPCA	0.59175
C9orf163	0.60875
EGFL7	0.646
EGFL7	0.6585
EGFL7	0.6905
MIR126	0.666
FAM69B	0.621
LOC100128593	0.64625
TMEM141	0.55625
KIAA1984	0.5315
C9orf86	0.63
MIR4292	0.608
C9orf172	0.70075
PHPT1	0.7005
MAMDC4	0.652
TRAF2	0.60525
MIR4479	0.602
C8G	0.683
LCN12	0.651
PTGDS	0.68225
LCNL1	0.61125
C9orf142	0.60825
C9orf139	0.67925
UAP1L1	0.606
MAN1B1	0.58525
GRIN1	0.633
SSNA1	0.6265
NDOR1	0.55
C9orf169	0.642
RNF224	0.6535
SLC34A3	0.6625
SLC34A3	0.6605
TUBB4B	0.628
C9orf173	0.601
COBRA1	0.6625
TOR4A	0.66625
NOXA1	0.583
MRPL41	0.627
ARRDC1	0.6655
EHMT1	0.57375
FLJ40292	0.52575
MIR602	0.53425
CACNA1B	0.673
TUBBP5	0.5345
FAM157B	0.473
PLCXD1	0.66425
PLCXD1	0.5795
PPP2R3B-AS1	0.188
SHOX	0.497
CSF2RA	0.50425
CSF2RA	0.49
MIR3690	0.563
IL3RA	0.505
ASMTL-AS1	0.56825
AKAP17A	0.54025
ASMT	0.56975
ASMT	0.496
ASMT	0.49575
CD99P1	0.55075
CD99	0.56225
XG	0.45525
XGPY2	0.449
GYG2	0.54975
ARSH	0.455
ARSF	0.43425
ARSF	0.417
ARSF	0.4235
CXorf28	0.434
MIR4767	0.49075
STS	0.438
VCX	0.47625
MIR651	0.4135
VCX3B	0.43825
TBL1X	0.459
TBL1X	0.61575
SHROOM2	0.57925
LOC100288814	0.4245
WWC3	0.61975
CLCN4	0.41325
HCCS	0.4695
AMELX	0.35325
MSL3	0.57225
MSL3	0.563
MSL3	0.52825
FRMPD4	0.50675
PRPS2	0.51
TLR7	0.4145
TLR8	0.4165
TMSB4X	0.49575
LOC100093698	0.3815
LOC100133123	0.3865
EGFL6	0.4865
TCEANC	0.435
RAB9A	0.437
OFD1	0.448
GLRA2	0.3935
MOSPD2	0.43225
MOSPD2	0.355
BMX	0.41475
BMX	0.363
CA5BP1	0.4815
CA5B	0.4785
ZRSR2	0.47775
GRPR	0.42475
S100G	0.4085
SYAP1	0.47025
TXLNG	0.546
REPS2	0.51525
NHS	0.554
MIR4768	0.432
NHS	0.472
SCML1	0.46925
CDKL5	0.5025
CDKL5	0.43775
PPEF1	0.4245
PHKA2-AS1	0.53375
PDHA1	0.494
CNKSR2	0.5105
MBTPS2	0.4195
YY2	0.42025
SMS	0.553
PHEX	0.43025
ZNF645	0.43275
DDX53	0.4075
PTCHD1	0.63025
PRDX4	0.474
SAT1	0.4635
CXorf58	0.464
EIF2S3	0.457
ZFX	0.5335
ZFX	0.5365
ZFX	0.5365
ZFX	0.5375
FAM48B1	0.49325
PDK3	0.50375
POLA1	0.456
SCARNA23	0.35725
MAGEB18	0.415
MAGEB6	0.43975
VENTXP1	0.46
DCAF8L2	0.414
MAGEB10	0.45775
IL1RAPL1	0.42725
MAGEB2	0.5045
MAGEB3	0.4475
MAGEB4	0.4455
MAGEB1	0.42475
MAGEB1	0.4935
GK	0.497
FAM47B	0.45475
MAGEB16	0.41975
CXorf22	0.386
CXorf59	0.3305
CXorf30	0.33025
FAM47C	0.4305
PRRG1	0.4515
PRRG1	0.45375
LANCL3	0.5065
XK	0.4445
CYBB	0.3315
CXorf27	0.41425
SYTL5	0.33375
SYTL5	0.38925
OTC	0.42025
TSPAN7	0.499
MID1IP1	0.4395
MID1IP1	0.546
ATP6AP2	0.49275
LOC347411	0.487
USP9X	0.54875
DDX3X	0.53675
NYX	0.51775
GPR34	0.36325
GPR82	0.36075
MAOA	0.525
DUSP21	0.43775
KDM6A	0.56825
ZNF673	0.5145
LOC401588	0.5065
CHST7	0.57
RP2	0.49575
PHF16	0.51725
PHF16	0.52275
RGN	0.50125
RBM10	0.52675
UBA1	0.4775
UBA1	0.51475
INE1	0.52525
CDK16	0.56575
CDK16	0.56825
CDK16	0.53975
USP11	0.50375
ZNF157	0.447
SNORA11C	0.45675
ARAF	0.494
TIMP1	0.523
MIR4769	0.54025
LOC100133957	0.47175
LOC100133957	0.47075
CXXC1P1	0.42925
ZNF81	0.42225
SPACA5	0.47275
SPACA5B	0.48825
SSX6	0.4675
SPACA5	0.464
SPACA5B	0.4875
SSX1	0.45975
SSX4B	0.49425
SSX4	0.4925
FTSJ1	0.51525
FTSJ1	0.53275
PORCN	0.51025
PORCN	0.5305
EBP	0.5115
TBC1D25	0.513
RBM3	0.508
WDR13	0.5275
WDR13	0.526
WAS	0.51375
SUV39H1	0.54025
GLOD5	0.4885
GATA1	0.509
HDAC6	0.539
ERAS	0.5765
PQBP1	0.5335
PQBP1	0.532
PQBP1	0.53125
PQBP1	0.52975
CCDC120	0.5375
CCDC120	0.537
MAGIX	0.57375
MAGIX	0.582
PLP2	0.5405
CCDC22	0.53025
PPP1R3F	0.58575
GAGE10	0.45525
GAGE12J	0.4875
GAGE13	0.49125
GAGE2E	0.49175
GAGE8	0.49175
GAGE2D	0.49
GAGE2A	0.49075
GAGE2C	0.49075
GAGE2E	0.49125
GAGE8	0.49125
GAGE2D	0.49025
GAGE2A	0.49125
GAGE2C	0.49125
GAGE2E	0.49175
GAGE8	0.49175
GAGE2A	0.4905
GAGE2C	0.491
GAGE4	0.49075
GAGE5	0.491
GAGE2E	0.4915
GAGE8	0.4915
GAGE12I	0.491
GAGE7	0.49075
GAGE12F	0.48575
GAGE2D	0.49125
GAGE2C	0.492
GAGE2B	0.49175
GAGE12D	0.48925
GAGE12C	0.489
GAGE12E	0.489
GAGE12G	0.489
GAGE12H	0.489
GAGE12B	0.4905
GAGE12D	0.48975
GAGE12C	0.4895
GAGE12E	0.4895
GAGE12G	0.4895
GAGE12H	0.4895
GAGE12B	0.491
GAGE12D	0.48975
GAGE12C	0.4895
GAGE12E	0.4895
GAGE12G	0.4895
GAGE12H	0.4895
GAGE12B	0.491
GAGE12D	0.49
GAGE12C	0.48975
GAGE12E	0.48975
GAGE12G	0.48975
GAGE6	0.49125
GAGE12I	0.49125
GAGE12F	0.487
GAGE12D	0.48925
GAGE12C	0.489
GAGE12E	0.489
GAGE12G	0.489
GAGE6	0.4905
GAGE12I	0.49075
GAGE12F	0.4865
GAGE12D	0.48975
GAGE12C	0.4895
GAGE12E	0.4895
GAGE12H	0.4895
GAGE2A	0.492
GAGE1	0.49025
PAGE4	0.47575
USP27X	0.58925
CLCN5	0.4745
MIR532	0.4365
MIR188	0.4425
MIR500A	0.45525
MIR362	0.4605
MIR501	0.4585
MIR500B	0.46575
MIR660	0.4735
MIR502	0.457
CLCN5	0.40925
CCNB3	0.3955
BMP15	0.4265
NUDT10	0.51775
CENPVP1	0.5125
CENPVP2	0.5125
GSPT2	0.45925
MAGED1	0.389
MAGED1	0.5215
SNORA11E	0.5835
MAGED4B	0.5515
MAGED4	0.55825
SNORA11D	0.584
XAGE2	0.449
XAGE2B	0.44375
XAGE1A	0.46875
XAGE1B	0.46875
XAGE1C	0.46875
XAGE1D	0.46875
XAGE1E	0.46875
XAGE1A	0.4655
XAGE1B	0.4655
XAGE1C	0.4655
XAGE1D	0.4655
XAGE1E	0.4655
XAGE1A	0.46625
XAGE1B	0.46625
XAGE1C	0.46625
XAGE1D	0.46625
XAGE1E	0.46625
XAGE1A	0.46875
XAGE1B	0.46875
XAGE1C	0.46875
XAGE1D	0.46875
XAGE1E	0.46875
XAGE1A	0.4655
XAGE1B	0.4655
XAGE1C	0.4655
XAGE1D	0.4655
XAGE1E	0.4655
XAGE1A	0.46625
XAGE1B	0.46625
XAGE1C	0.46625
XAGE1D	0.46625
XAGE1E	0.46625
SSX8	0.464
SSX2	0.49325
SSX2B	0.49325
XAGE5	0.4605
FAM156A	0.50425
FAM156B	0.53075
GPR173	0.56925
TSPYL2	0.56925
RIBC1	0.51875
TSR2	0.45525
GNL3L	0.48925
MAGED2	0.47225
MAGED2	0.48425
MAGED2	0.50325
SNORA11	0.494
TRO	0.45375
APEX2	0.475
PAGE2B	0.43725
PAGE2	0.40275
PAGE5	0.40925
PAGE5	0.4095
MIR4536-1	0.43925
MAGEH1	0.437
FOXR2	0.41825
RRAGB	0.45125
KLF8	0.47475
KLF8	0.47725
UBQLN2	0.41725
LOC550643	0.388
FAAH2	0.4025
ZXDB	0.49875
ZC3H12B	0.414
MSN	0.5445
MIR223	0.42975
HEPH	0.4225
HEPH	0.40675
HEPH	0.40825
AR	0.49625
AR	0.4205
YIPF6	0.484
STARD8	0.50125
STARD8	0.525
EFNB1	0.602
FAM155B	0.63225
EDA	0.5185
MIR676	0.39175
OTUD6A	0.51975
IGBP1	0.47025
DGAT2L6	0.474
AWAT1	0.4425
ARR3	0.4655
RAB41	0.49425
KIF4A	0.48475
GDPD2	0.52525
DLG3	0.53775
DLG3	0.55825
DLG3	0.55675
FOXO4	0.516
MED12	0.497
NLGN3	0.53975
GJB1	0.5075
GJB1	0.533
NONO	0.4865
ITGB1BP2	0.45725
TAF1	0.50925
OGT	0.4655
ACRC	0.50475
FLJ46446	0.4445
LOC100132741	0.4445
CXorf49	0.62525
CXorf49B	0.62525
NHSL2	0.546
RPS26P11	0.4985
FLJ44635	0.449
PIN4	0.498
DMRTC1	0.5475
DMRTC1B	0.5475
LOC100129407	0.511
PABPC1L2B	0.57125
CDX4	0.486
CHIC1	0.42175
TSIX	0.414
JPX	0.429
MIR374C	0.414
ZCCHC13	0.412
SLC16A2	0.6105
UPRT	0.42725
CXorf26	0.4465
MAGEE1	0.493
FGF16	0.44125
COX7B	0.4175
ATP7A	0.4205
PGK1	0.496
LPAR4	0.39275
P2RY10	0.37875
GPR174	0.38
TBX22	0.4415
TBX22	0.44575
FAM46D	0.39275
FAM46D	0.3365
SH3BGRL	0.407
POU3F4	0.47825
CYLC1	0.3355
UBE2DNL	0.43725
APOOL	0.4145
ZNF711	0.4555
DACH2	0.483
DACH2	0.35425
KLHL4	0.36275
CPXCR1	0.42775
TGIF2LX	0.41775
PABPC5	0.40825
PCDH11X	0.48175
PCDH11X	0.3355
PCDH11X	0.319
FAM133A	0.41
DIAPH2	0.5085
RPA4	0.41275
TNMD	0.372
SRPX2	0.449
CSTF2	0.44325
ARL13A	0.413
TMEM35	0.488
CENPI	0.45725
DRP2	0.46075
RPL36A	0.44325
RPL36A-HNRNPH2	0.44325
HNRNPH2	0.454
ARMCX4	0.49425
ARMCX4	0.45025
ARMCX4	0.48925
ARMCX1	0.46575
ARMCX3	0.46525
ARMCX3	0.46975
TCEAL2	0.474
NXF2	0.441
NXF2B	0.441
NXF4	0.4355
ARMCX5	0.4195
ARMCX5-GPRASP2	0.4255
ARMCX5	0.42775
GPRASP1	0.52775
GPRASP1	0.53
GPRASP2	0.53875
BHLHB9	0.436
BHLHB9	0.50675
LOC100287765	0.42275
RAB40AL	0.4365
BEX4	0.504
TCEAL7	0.44125
WBP5	0.414
NGFRAP1	0.4975
NGFRAP1	0.509
TCEAL4	0.47025
TCEAL3	0.48425
TCEAL1	0.4415
TCEAL1	0.447
LOC340544	0.42675
TMEM31	0.45975
PLP1	0.472
PLP1	0.46575
TMSB15B	0.45725
H2BFXP	0.43925
H2BFM	0.4535
ZCCHC18	0.51675
FAM199X	0.483
IL1RAPL2	0.54825
NRK	0.49975
MUM1L1	0.342
CXorf57	0.42
RNF128	0.34425
RNF128	0.457
TBC1D8B	0.43975
CLDN2	0.4595
CLDN2	0.44925
CLDN2	0.47
CXorf41	0.4295
PRPS1	0.4645
MID2	0.49775
VSIG1	0.39475
ATG4A	0.426
COL4A5	0.44575
NXT2	0.433
NXT2	0.4295
NXT2	0.42475
TMEM164	0.56425
TMEM164	0.57825
MIR3978	0.3835
RGAG1	0.469
TDGF1P3	0.4165
PAK3	0.465
PAK3	0.4545
PAK3	0.37425
DKFZp686D0853	0.37925
ALG13	0.50175
ALG13	0.50225
ALG13	0.4815
TRPC5OS	0.412
TRPC5OS	0.4085
TRPC5OS	0.4245
ZCCHC16	0.52225
HTR2C	0.54175
SNORA35	0.38425
MIR764	0.33725
MIR1912	0.3345
MIR1264	0.3185
MIR1298	0.3215
MIR1911	0.36075
MIR448	0.3705
RBMXL3	0.4895
LUZP4	0.4605
PLS3	0.4765
PLS3	0.379
AGTR2	0.34175
SLC6A14	0.432
WDR44	0.4835
MIR1277	0.36975
DOCK11	0.56
IL13RA1	0.51025
ZCCHC12	0.50375
LONRF3	0.589
PGRMC1	0.51475
SLC25A43	0.52025
SLC25A5	0.5075
UBE2A	0.5005
UBE2A	0.34475
SOWAHD	0.5885
NDUFA1	0.495
AKAP14	0.48325
RHOXF2	0.4965
RHOXF2B	0.4965
ZBTB33	0.4395
ZBTB33	0.43925
ATP1B4	0.43675
MCTS1	0.43025
MCTS1	0.40525
GLUD2	0.43925
GRIA3	0.507
XIAP	0.47625
XIAP	0.467
STAG2	0.5025
STAG2	0.55075
SH2D1A	0.43375
LOC100129520	0.565
CXorf64	0.39
OCRL	0.46
XPNPEP2	0.51375
SASH3	0.5015
UTP14A	0.47125
BCORL1	0.47775
RAB33A	0.507
SLC25A14	0.49375
RBMX2	0.46175
FAM45B	0.45025
ARHGAP36	0.5015
OR13H1	0.398
MST4	0.491
MST4	0.49725
HS6ST2-AS1	0.41475
CCDC160	0.49725
PHF6	0.4475
HPRT1	0.49825
LOC100506757	0.506
FAM122C	0.4955
FAM122C	0.449
FAM122C	0.44825
CXorf69	0.41
FAM127A	0.5025
ZNF449	0.53425
LINC00086	0.53375
DDX26B	0.52125
CT45A1	0.475
CT45A2	0.47825
CT45A4	0.47825
CT45A3	0.47825
SAGE1	0.42725
SLC9A6	0.49925
SLC9A6	0.4995
FHL1	0.53275
FHL1	0.55225
FHL1	0.5245
FHL1	0.44775
FHL1	0.44325
FHL1	0.40675
FHL1	0.40475
GPR112	0.414
BRS3	0.404
HTATSF1	0.49175
HTATSF1	0.48375
VGLL1	0.44175
MIR934	0.43125
LOC100128420	0.46325
CD40LG	0.3945
ZIC3	0.5955
LOC100129662	0.52675
SRD5A1P1	0.42225
F9	0.37425
RP1-177G6.2	0.3595
SPANXB1	0.42975
SPANXB2	0.42975
SPANXF1	0.42975
SPANXB1	0.4275
SPANXB2	0.4275
SPANXF1	0.4275
SPANXA2-OT1	0.40725
SPANXA2	0.43
SPANXA1	0.43075
MAGEC3	0.42925
MAGEC3	0.44975
MAGEC1	0.506
SPANXN4	0.39525
UBE2NL	0.3235
SPANXN1	0.4645
SLITRK2	0.49475
SLITRK2	0.496
CXorf1	0.33275
CXorf51A	0.3885
CXorf51B	0.3885
FMR1	0.5045
FMR1NB	0.48675
AFF2	0.56925
AFF2	0.387
CXorf40A	0.5995
CXorf40A	0.54975
MAGEA11	0.46125
MAGEA11	0.48925
HSFX1	0.552
HSFX2	0.552
MAGEA9B	0.50625
MAGEA9	0.50725
MAGEA8	0.47225
LOC100272228	0.5965
MIR2114	0.485
MAMLD1	0.64875
MAMLD1	0.4095
MTM1	0.5265
MTMR1	0.52825
HMGB3	0.6355
MIR4330	0.44775
GPR50	0.5915
VMA21	0.49
PASD1	0.55225
PRRG3	0.58725
PRRG3	0.4875
FATE1	0.492
CNGA2	0.441
MAGEA4	0.516
MAGEA4	0.6125
MAGEA4	0.613
MAGEA4	0.6115
GABRQ	0.5245
MAGEA6	0.49425
MAGEA2	0.49975
MAGEA2B	0.57725
CSAG1	0.54575
CSAG2	0.39775
CSAG3	0.39775
CSAG3	0.39825
NSDHL	0.50475
ZNF185	0.57475
ZNF185	0.5925
ZNF185	0.48975
PNMA3	0.556
PNMA6D	0.64175
PNMA6C	0.645
PNMA6A	0.64375
ZNF275	0.49275
ZFP92	0.52225
BGN	0.61475
ATP2B3	0.6205
DUSP9	0.6445
SLC6A8	0.70325
SLC6A8	0.705
ABCD1	0.655
PLXNB3	0.6065
SRPK3	0.63375
SSR4	0.6025
SSR4	0.599
SSR4	0.6025
AVPR2	0.5445
AVPR2	0.62825
TMEM187	0.6335
MIR3202-1	0.54575
OPN1LW	0.5555
OPN1MW	0.509
OPN1MW2	0.509
OPN1MW	0.5085
OPN1MW2	0.5085
TKTL1	0.5225
TKTL1	0.49925
EMD	0.63225
RPL10	0.5605
SNORA70	0.54125
TAZ	0.582
ATP6AP1	0.54225
GDI1	0.6275
FAM50A	0.61625
PLXNA3	0.6005
IKBKG	0.559
IKBKG	0.57475
IKBKG	0.5725
FAM223A	0.53825
FAM223B	0.53825
CTAG1A	0.58425
CTAG1B	0.58425
DKC1	0.5
SNORA36A	0.43625
MIR644B	0.43625
SNORA56	0.50025
H2AFB1	0.5385
H2AFB3	0.5385
F8A1	0.62275
F8A2	0.6245
F8A3	0.6245
FUNDC2	0.45825
BRCC3	0.48825
VBP1	0.438
H2AFB1	0.53925
H2AFB3	0.53925
H2AFB2	0.53975
F8A1	0.6245
F8A2	0.626
F8A3	0.626
MIR1184-1	0.575
MIR1184-2	0.575
MIR1184-3	0.575
LOC100507404	0.4345
SPRY3	0.4265
VAMP7	0.44725
IL9R	0.482
PLCXD1	0.66425
PLCXD1	0.5795
PPP2R3B-AS1	0.188
SHOX	0.497
CSF2RA	0.50425
CSF2RA	0.49
MIR3690	0.563
IL3RA	0.505
ASMTL-AS1	0.56825
AKAP17A	0.54025
ASMT	0.56975
ASMT	0.496
ASMT	0.49575
CD99P1	0.55075
CD99	0.56225
XGPY2	0.449
RPS4Y1	0.45925
ZFY	0.47025
ZFY	0.47825
LINC00278	0.41775
TGIF2LY	0.416
