CHR	TSS	Gene-Symbol	Category	Strand	TS_ID	bigCategory	ID	DukeUq	RepeatMaskerFrac	geneGC
chrX	44703249	DUSP21	WGS	1	DUSP21	WGS	chrX_44702249_44704249	0.981125	0.0945	0.4625
chrX	44732757	KDM6A	WGS	1	KDM6A	WGS	chrX_44731757_44733757	1	0.068	0.6655
chrX	45060146	CXorf36	WGS	-1	CXorf36	WGS	chrX_45059146_45061146	0.99725	0.102	0.481
chrX	46306292	KRBOX4	WGS	1	KRBOX4	WGS	chrX_46305292_46307292	0.99675	0.0895	0.5375
chrX	46404876	ZNF674	WGS	-1	ZNF674	WGS	chrX_46403876_46405876	0.973	0.1455	0.5345
chrX	46433219	CHST7	WGS	1	CHST7	WGS	chrX_46432219_46434219	1	0.081	0.597
chrX	46618490	SLC9A7	WGS	-1	SLC9A7	WGS	chrX_46617490_46619490	0.99975	0.0615	0.634
chrX	46696375	RP2	WGS	1	RP2	WGS	chrX_46695375_46697375	0.963208	0.184	0.531
chrX	46759138	CXorf31	WGS	-1	CXorf31	WGS	chrX_46758138_46760138	0.825417	0.7155	0.419
chrX	46771868	JADE3	WGS	1	JADE3	WGS	chrX_46770868_46772868	0.994333	0.2925	0.6435
chrX	46937775	RGN	WGS	1	RGN	WGS	chrX_46936775_46938775	0.84275	0.3805	0.5515
chrX	47004437	NDUFB11	WGS	-1	NDUFB11	WGS	chrX_47003437_47005437	0.985417	0.075	0.5865
chrX	47004268	RBM10	WGS	1	RBM10	WGS	chrX_47003268_47005268	0.975	0.156	0.58
chrX	47053241	UBA1	WGS	1	UBA1	WGS	chrX_47052241_47054241	1	0.057	0.5405
chrX	47082417	CDK16	WGS	1	CDK16	WGS	chrX_47081417_47083417	1	0.298	0.552
chrX	47092314	USP11	WGS	1	USP11	WGS	chrX_47091314_47093314	0.99975	0.321	0.5585
chrX	47229982	ZNF157	WGS	1	ZNF157	WGS	chrX_47228982_47230982	0.830667	0.657	0.4545
chrX	47342345	ZNF41	WGS	-1	ZNF41	WGS	chrX_47341345_47343345	1	0.092	0.552
chrX	47342970	CXorf24	WGS	1	CXorf24	WGS	chrX_47341970_47343970	1	0.213	0.5145
chrX	47420516	ARAF	WGS	1	ARAF	WGS	chrX_47419516_47421516	1	0.201	0.5305
chrX	47479252	SYN1	WGS	-1	SYN1	WGS	chrX_47478252_47480252	1	0.089	0.613
chrX	47441712	TIMP1	WGS	1	TIMP1	WGS	chrX_47440712_47442712	1	0.3745	0.5525
chrX	47489704	CFP	WGS	-1	CFP	WGS	chrX_47488704_47490704	0.921958	0.437	0.547
chrX	47509887	ELK1	WGS	-1	ELK1	WGS	chrX_47508887_47510887	1	0.0395	0.5835
chrX	47518516	UXT	WGS	-1	UXT	WGS	chrX_47517516_47519516	0.99775	0.1745	0.4945
chrX	47696301	ZNF81	WGS	1	ZNF81	WGS	chrX_47695301_47697301	1	0.4135	0.458
chrX	47863377	ZNF182	WGS	-1	ZNF182	WGS	chrX_47862377_47864377	0.815042	0.1285	0.506
chrX	47930483	ZNF630	WGS	-1	ZNF630	WGS	chrX_47929483_47931483	0.913167	0.3215	0.527
chrX	47863734	SPACA5	negativeControl	1	SPACA5	WGS	chrX_47862734_47864734	0.706875	0.183	0.534
chrX	47990039	SPACA5B	negativeControl	1	SPACA5B	WGS	chrX_47989039_47991039	0.519375	0.147	0.4925
chrX	48056199	SSX5	WGS	-1	SSX5	WGS	chrX_48055199_48057199	0.862833	0.3755	0.4725
chrX	48114752	SSX1	WGS	1	SSX1	WGS	chrX_48113752_48115752	0.812958	0.604	0.482
chrX	48216101	SSX3	WGS	-1	SSX3	WGS	chrX_48215101_48217101	0.721792	0.443	0.4755
chrX	48242863	SSX4	negativeControl	1	SSX4	WGS	chrX_48241863_48243863	0.337333	0.368	0.484
chrX	48271344	SSX4B	negativeControl	-1	SSX4B	WGS	chrX_48270344_48272344	0.347625	0.358	0.4885
chrX	48328565	SLC38A5	WGS	-1	SLC38A5	WGS	chrX_48327565_48329565	1	0	0.5705
chrX	48334549	FTSJ1	WGS	1	FTSJ1	WGS	chrX_48333549_48335549	1	0.257	0.516
chrX	48368166	PORCN	WGS	1	PORCN	WGS	chrX_48367166_48369166	0.996917	0.233	0.565
chrX	48379546	EBP	WGS	1	EBP	WGS	chrX_48378546_48380546	0.9995	0.015	0.536
chrX	48397845	TBC1D25	WGS	1	TBC1D25	WGS	chrX_48396845_48398845	0.954625	0.4445	0.5545
chrX	48433275	AC115618.1	WGS	-1	AC115618.1	WGS	chrX_48432275_48434275	1	0.0275	0.549
chrX	48432912	RBM3	WGS	1	RBM3	WGS	chrX_48431912_48433912	0.939292	0.1515	0.5335
chrX	48455880	WDR13	WGS	1	WDR13	WGS	chrX_48454880_48456880	0.863333	0.261	0.564
chrX	48542168	WAS	WGS	1	WAS	WGS	chrX_48541168_48543168	0.866167	0.322	0.543
chrX	48554986	SUV39H1	WGS	1	SUV39H1	WGS	chrX_48553986_48555986	1	0.018	0.627
chrX	48620154	GLOD5	WGS	1	GLOD5	WGS	chrX_48619154_48621154	0.765375	0.4785	0.52
chrX	48644962	GATA1	WGS	1	GATA1	WGS	chrX_48643962_48645962	1	0.193	0.5455
chrX	48660402	HDAC6	WGS	1	HDAC6	WGS	chrX_48659402_48661402	1	0.0865	0.598
chrX	48687283	ERAS	WGS	1	ERAS	WGS	chrX_48686283_48688283	0.92575	0.445	0.519
chrX	48694035	PCSK1N	WGS	-1	PCSK1N	WGS	chrX_48693035_48695035	0.934042	0.3105	0.5865
chrX	48755426	TIMM17B	WGS	-1	TIMM17B	WGS	chrX_48754426_48756426	0.929458	0.179	0.5655
chrX	48755539	PQBP1	WGS	1	PQBP1	WGS	chrX_48754539_48756539	0.921833	0.2355	0.5635
chrX	48768917	SLC35A2	WGS	-1	SLC35A2	WGS	chrX_48767917_48769917	0.987042	0.1235	0.5495
chrX	48776301	PIM2	WGS	-1	PIM2	WGS	chrX_48775301_48777301	1	0.046	0.595
chrX	48814893	OTUD5	WGS	-1	OTUD5	WGS	chrX_48813893_48815893	0.999167	0.0975	0.6545
chrX	48827976	KCND1	WGS	-1	KCND1	WGS	chrX_48826976_48828976	1	0.0515	0.598
chrX	48858675	GRIPAP1	WGS	-1	GRIPAP1	WGS	chrX_48857675_48859675	0.951625	0.1845	0.5125
chrX	48901012	TFE3	WGS	-1	TFE3	WGS	chrX_48900012_48902012	1	0.1245	0.5855
chrX	48916523	CCDC120	WGS	1	CCDC120	WGS	chrX_48915523_48917523	0.984417	0.181	0.566
chrX	48931730	PRAF2	WGS	-1	PRAF2	WGS	chrX_48930730_48932730	0.9635	0.0465	0.585
chrX	48958059	WDR45	WGS	-1	WDR45	WGS	chrX_48957059_48959059	0.873583	0.1555	0.587
chrX	48937546	AF196779.12	WGS	-1	AF196779.12	WGS	chrX_48936546_48938546	0.91675	0.156	0.5655
chrX	48980151	GPKOW	WGS	-1	GPKOW	WGS	chrX_48979151_48981151	0.857375	0.3945	0.522
chrX	49019228	MAGIX	WGS	1	MAGIX	WGS	chrX_49018228_49020228	0.811583	0.166	0.5965
chrX	49028273	PLP2	WGS	1	PLP2	WGS	chrX_49027273_49029273	0.8825	0.367	0.5995
chrX	49042845	PRICKLE3	WGS	-1	PRICKLE3	WGS	chrX_49041845_49043845	0.910208	0.1645	0.6085
chrX	49056718	SYP	WGS	-1	SYP	WGS	chrX_49055718_49057718	0.900125	0.3625	0.58
chrX	49089833	CACNA1F	WGS	-1	CACNA1F	WGS	chrX_49088833_49090833	0.958333	0.3995	0.518
chrX	49091927	CCDC22	WGS	1	CCDC22	WGS	chrX_49090927_49092927	0.798458	0.4525	0.5215
chrX	49121288	FOXP3	WGS	-1	FOXP3	WGS	chrX_49120288_49122288	1	0.149	0.475
chrX	49126317	PPP1R3F	WGS	1	PPP1R3F	WGS	chrX_49125317_49127317	1	0.081	0.672
chrX	49160148	GAGE10	WGS	1	GAGE10	WGS	chrX_49159148_49161148	0.961667	0.4375	0.5115
chrX	49178536	GAGE12J	WGS	1	GAGE12J	WGS	chrX_49177536_49179536	0.19375	0.396	0.5475
chrX	49188094	GAGE13	negativeControl	1	GAGE13	WGS	chrX_49187094_49189094	0.001875	0.389	0.551
chrX	49197607	GAGE2E	WGS	1	GAGE2E	WGS	chrX_49196607_49198607	0.001625	0.384	0.552
chrX	49207160	GAGE2D	WGS	1	GAGE2D	WGS	chrX_49206160_49208160	0.00945833	0.384	0.552
chrX	49216659	GAGE12I	WGS	1	GAGE12I	WGS	chrX_49215659_49217659	0.06725	0.399	0.5505
chrX	49226182	GAGE2C	WGS	1	GAGE2C	WGS	chrX_49225182_49227182	0.0310833	0.384	0.5515
chrX	49235708	GAGE2B	WGS	1	GAGE2B	WGS	chrX_49234708_49236708	0.054125	0.3895	0.55
chrX	49294472	GAGE12B	negativeControl	1	GAGE12B	WGS	chrX_49293472_49295472	0.0175	0.6315	0.424
chrX	49296814	GAGE12C	negativeControl	1	GAGE12C	WGS	chrX_49295814_49297814	0.0175	0.4035	0.5495
chrX	49306370	GAGE12D	negativeControl	1	GAGE12D	WGS	chrX_49305370_49307370	0	0.4035	0.55
chrX	49315936	GAGE12E	negativeControl	1	GAGE12E	WGS	chrX_49314936_49316936	0.0175	0.3985	0.55
chrX	49325479	GAGE12F	negativeControl	1	GAGE12F	WGS	chrX_49324479_49326479	0	0.4035	0.55
chrX	49335037	GAGE12G	negativeControl	1	GAGE12G	WGS	chrX_49334037_49336037	0	0.4035	0.55
chrX	49344586	GAGE12H	WGS	1	GAGE12H	WGS	chrX_49343586_49345586	0	0.4035	0.55
chrX	49354132	GAGE2A	WGS	1	GAGE2A	WGS	chrX_49353132_49355132	0.0485	0.3895	0.551
chrX	49363665	GAGE1	WGS	1	GAGE1	WGS	chrX_49362665_49364665	0	0.3995	0.5505
chrX	49460596	PAGE1	WGS	-1	PAGE1	WGS	chrX_49459596_49461596	0.928458	0.4265	0.527
chrX	49593906	PAGE4	WGS	1	PAGE4	WGS	chrX_49592906_49594906	0.917833	0.2735	0.5195
chrX	49644470	USP27X	WGS	1	USP27X	WGS	chrX_49643470_49645470	1	0.2225	0.6075
chrX	49687225	CLCN5	WGS	1	CLCN5	WGS	chrX_49686225_49688225	1	0.226	0.5305
chrX	49965664	AKAP4	WGS	-1	AKAP4	WGS	chrX_49964664_49966664	0.99775	0.214	0.423
chrX	49969416	CCNB3	WGS	1	CCNB3	WGS	chrX_49968416_49970416	0.868875	0.325	0.4595
chrX	50557044	SHROOM4	WGS	-1	SHROOM4	WGS	chrX_50556044_50558044	0.998917	0.048	0.6015
chrX	50653784	BMP15	WGS	1	BMP15	WGS	chrX_50652784_50654784	1	0.227	0.465
chrX	51075083	NUDT10	WGS	1	NUDT10	WGS	chrX_51074083_51076083	0.879583	0.1375	0.5895
chrX	51149767	CXorf67	WGS	1	CXorf67	WGS	chrX_51148767_51150767	1	0.262	0.57
chrX	51239448	NUDT11	WGS	-1	NUDT11	WGS	chrX_51238448_51240448	0.8845	0.029	0.612
chrX	51486481	GSPT2	WGS	1	GSPT2	WGS	chrX_51485481_51487481	1	0	0.5095
chrX	51636735	MAGED1	WGS	1	MAGED1	WGS	chrX_51635735_51637735	1	0.078	0.562
chrX	51797351	RP11-114H20.1	WGS	-1	RP11-114H20.1	WGS	chrX_51796351_51798351	0.499708	0.418	0.5175
chrX	51812368	MAGED4B	WGS	-1	MAGED4B	WGS	chrX_51811368_51813368	0.5	0.108	0.6035
chrX	51928008	MAGED4	WGS	1	MAGED4	WGS	chrX_51927008_51929008	0.5	0.108	0.6105
chrX	51942963	RP11-363G10.2	WGS	1	RP11-363G10.2	WGS	chrX_51941963_51943963	0.499708	0.4175	0.518
chrX	52112173	XAGE2B	WGS	1	XAGE2B	WGS	chrX_52111173_52113173	0.492333	0.1265	0.502
chrX	52238818	XAGE1B	negativeControl	1	XAGE1B	WGS	chrX_52237818_52239818	0.00316667	0.1655	0.54
chrX	52260355	XAGE1A	negativeControl	-1	XAGE1A	WGS	chrX_52259355_52261355	0.00316667	0.1655	0.5405
chrX	52387001	XAGE2	negativeControl	-1	XAGE2	WGS	chrX_52386001_52388001	0.495	0.127	0.5025
chrX	52511769	XAGE1C	WGS	1	XAGE1C	WGS	chrX_52510769_52512769	0.00316667	0.1655	0.54
chrX	52533295	XAGE1D	WGS	-1	XAGE1D	WGS	chrX_52532295_52534295	0.005	0.1655	0.54
chrX	52546189	XAGE1E	WGS	-1	XAGE1E	WGS	chrX_52545189_52547189	0.005	0.1655	0.54
chrX	52683950	SSX7	negativeControl	-1	SSX7	WGS	chrX_52682950_52684950	0.697375	0.4525	0.459
chrX	52736211	SSX2	WGS	-1	SSX2	WGS	chrX_52735211_52737211	0.408333	0.443	0.491
chrX	52780318	SSX2B	WGS	1	SSX2B	WGS	chrX_52779318_52781318	0.408333	0.4615	0.486
chrX	52827141	SPANXN5	WGS	-1	SPANXN5	WGS	chrX_52826141_52828141	0.691208	0.3255	0.439
chrX	52841228	XAGE5	WGS	1	XAGE5	WGS	chrX_52840228_52842228	0.935625	0.1285	0.484
chrX	52897099	XAGE3	WGS	-1	XAGE3	WGS	chrX_52896099_52898099	0.8835	0.082	0.532
chrX	52926426	FAM156B	WGS	1	FAM156B	WGS	chrX_52925426_52927426	0.51175	0.269	0.566
chrX	52987611	FAM156A	WGS	-1	FAM156A	WGS	chrX_52986611_52988611	0.509333	0.269	0.5665
chrX	53078273	GPR173	WGS	1	GPR173	WGS	chrX_53077273_53079273	0.991	0.1085	0.6365
chrX	53111549	TSPYL2	WGS	1	TSPYL2	WGS	chrX_53110549_53112549	1	0.3195	0.644
chrX	53254604	KDM5C	WGS	-1	KDM5C	WGS	chrX_53253604_53255604	1	0.036	0.5435
chrX	53350522	IQSEC2	WGS	-1	IQSEC2	WGS	chrX_53349522_53351522	1	0.151	0.6775
chrX	53449677	SMC1A	WGS	-1	SMC1A	WGS	chrX_53448677_53450677	1	0.0675	0.572
chrX	53449890	RIBC1	WGS	1	RIBC1	WGS	chrX_53448890_53450890	0.976167	0.0845	0.5755
chrX	53461320	HSD17B10	WGS	-1	HSD17B10	WGS	chrX_53460320_53462320	0.995	0.1635	0.5215
chrX	53711114	HUWE1	WGS	-1	HUWE1	WGS	chrX_53710114_53712114	1	0.101	0.5325
chrX	54071682	PHF8	WGS	-1	PHF8	WGS	chrX_54070682_54072682	0.997167	0.185	0.5075
chrX	54209688	FAM120C	WGS	-1	FAM120C	WGS	chrX_54208688_54210688	0.913833	0.2395	0.607
chrX	54384438	WNK3	WGS	-1	WNK3	WGS	chrX_54383438_54385438	1	0.0555	0.595
chrX	54466834	TSR2	WGS	1	TSR2	WGS	chrX_54465834_54467834	0.932667	0.5855	0.4805
chrX	54522599	FGD1	WGS	-1	FGD1	WGS	chrX_54521599_54523599	1	0.391	0.6425
chrX	54556644	GNL3L	WGS	1	GNL3L	WGS	chrX_54555644_54557644	1	0.031	0.555
chrX	54824673	ITIH6	WGS	-1	ITIH6	WGS	chrX_54823673_54825673	1	0.339	0.459
chrX	54834032	MAGED2	WGS	1	MAGED2	WGS	chrX_54833032_54835032	1	0.4065	0.4575
chrX	54947244	TRO	WGS	1	TRO	WGS	chrX_54946244_54948244	0.996625	0.257	0.473
chrX	55020511	PFKFB1	WGS	-1	PFKFB1	WGS	chrX_55019511_55021511	1	0	0.4925
chrX	55026790	APEX2	WGS	1	APEX2	WGS	chrX_55025790_55027790	1	0.102	0.5235
chrX	55057497	ALAS2	WGS	-1	ALAS2	WGS	chrX_55056497_55058497	0.9995	0.476	0.4155
chrX	55101504	PAGE2B	WGS	1	PAGE2B	WGS	chrX_55100504_55102504	0.827958	0.066	0.4435
chrX	55115441	PAGE2	WGS	1	PAGE2	WGS	chrX_55114441_55116441	0.831417	0.2825	0.431
chrX	55187628	FAM104B	WGS	-1	FAM104B	WGS	chrX_55186628_55188628	0.99975	0.308	0.5245
chrX	55208944	MTRNR2L10	WGS	-1	MTRNR2L10	WGS	chrX_55207944_55209944	0.898958	0	0.393
chrX	55246788	PAGE5	WGS	1	PAGE5	WGS	chrX_55245788_55247788	0.882958	0.368	0.464
chrX	55291163	PAGE3	WGS	-1	PAGE3	WGS	chrX_55290163_55292163	0.998833	0.1005	0.4555
chrX	55478538	MAGEH1	WGS	1	MAGEH1	WGS	chrX_55477538_55479538	0.9885	0.1385	0.51
chrX	55515635	USP51	WGS	-1	USP51	WGS	chrX_55514635_55516635	0.997583	0.062	0.607
chrX	55649833	FOXR2	WGS	1	FOXR2	WGS	chrX_55648833_55650833	1	0.1415	0.4205
chrX	55744318	RRAGB	WGS	1	RRAGB	WGS	chrX_55743318_55745318	0.978167	0.212	0.488
chrX	56100757	AL353698.1	WGS	1	AL353698.1	WGS	chrX_56099757_56101757	0.955042	1	0.3185
chrX	56259480	KLF8	WGS	1	KLF8	WGS	chrX_56258480_56260480	1	0.037	0.5545
chrX	56590026	UBQLN2	WGS	1	UBQLN2	WGS	chrX_56589026_56591026	1	0.3015	0.483
chrX	57021969	SPIN3	WGS	-1	SPIN3	WGS	chrX_57020969_57022969	1	0.017	0.491
chrX	57147979	SPIN2B	WGS	-1	SPIN2B	WGS	chrX_57146979_57148979	0.887	0.0505	0.526
chrX	57163430	SPIN2A	WGS	-1	SPIN2A	WGS	chrX_57162430_57164430	0.766417	0.0295	0.5195
chrX	57313139	FAAH2	WGS	1	FAAH2	WGS	chrX_57312139_57314139	1	0.438	0.417
chrX	57618269	ZXDB	WGS	1	ZXDB	WGS	chrX_57617269_57619269	0.85875	0.135	0.5715
chrX	57937067	ZXDA	WGS	-1	ZXDA	WGS	chrX_57936067_57938067	0.85875	0.1995	0.568
chrX	62571218	SPIN4	WGS	-1	SPIN4	WGS	chrX_62570218_62572218	1	0.188	0.468
chrX	62974993	ARHGEF9	WGS	-1	ARHGEF9	WGS	chrX_62973993_62975993	1	0.082	0.5175
chrX	63425624	AMER1	WGS	-1	AMER1	WGS	chrX_63424624_63426624	1	0.0995	0.642
chrX	63450511	ASB12	WGS	-1	ASB12	WGS	chrX_63449511_63451511	0.755083	0.4455	0.4765
chrX	63615311	MTMR8	WGS	-1	MTMR8	WGS	chrX_63614311_63616311	1	0.17	0.502
chrX	64196364	ZC4H2	WGS	-1	ZC4H2	WGS	chrX_64195364_64197364	1	0.035	0.5075
chrX	64708615	ZC3H12B	WGS	1	ZC3H12B	WGS	chrX_64707615_64709615	0.880375	0.152	0.4485
chrX	64754636	LAS1L	WGS	-1	LAS1L	WGS	chrX_64753636_64755636	0.942625	0.2215	0.514
chrX	64887537	MSN	WGS	1	MSN	WGS	chrX_64886537_64888537	0.97375	0.2635	0.5905
chrX	65259949	VSIG4	WGS	-1	VSIG4	WGS	chrX_65258949_65260949	1	0.1145	0.4545
chrX	65382391	HEPH	WGS	1	HEPH	WGS	chrX_65381391_65383391	1	0.383	0.3975
chrX	65858883	EDA2R	WGS	-1	EDA2R	WGS	chrX_65857883_65859883	1	0.0985	0.5215
chrX	66764465	AR	WGS	1	AR	WGS	chrX_66763465_66765465	0.979208	0.1625	0.603
chrX	67653647	OPHN1	WGS	-1	OPHN1	WGS	chrX_67652647_67654647	1	0.087	0.547
chrX	67718165	YIPF6	WGS	1	YIPF6	WGS	chrX_67717165_67719165	0.883375	0.1675	0.543
chrX	67867610	STARD8	WGS	1	STARD8	WGS	chrX_67866610_67868610	0.9795	0.365	0.5355
chrX	68048840	EFNB1	WGS	1	EFNB1	WGS	chrX_68047840_68049840	1	0	0.6495
chrX	68385364	PJA1	WGS	-1	PJA1	WGS	chrX_68384364_68386364	1	0.2445	0.474
chrX	68725084	FAM155B	WGS	1	FAM155B	WGS	chrX_68724084_68726084	1	0.198	0.7225
chrX	68835911	EDA	WGS	1	EDA	WGS	chrX_68834911_68836911	1	0.0215	0.6065
chrX	69269788	AWAT2	WGS	-1	AWAT2	WGS	chrX_69268788_69270788	0.975833	0.359	0.4735
chrX	69282341	OTUD6A	WGS	1	OTUD6A	WGS	chrX_69281341_69283341	0.917833	0.209	0.5645
chrX	69353299	IGBP1	WGS	1	IGBP1	WGS	chrX_69352299_69354299	0.997667	0.154	0.4825
chrX	69397333	DGAT2L6	WGS	1	DGAT2L6	WGS	chrX_69396333_69398333	0.89875	0.362	0.4765
chrX	69454505	AWAT1	WGS	1	AWAT1	WGS	chrX_69453505_69455505	1	0.2755	0.45
chrX	69479654	P2RY4	WGS	-1	P2RY4	WGS	chrX_69478654_69480654	1	0.24	0.533
chrX	69488202	ARR3	WGS	1	ARR3	WGS	chrX_69487202_69489202	0.997542	0.0605	0.4805
chrX	69502022	RAB41	WGS	1	RAB41	WGS	chrX_69501022_69503022	1	0.054	0.5175
chrX	69509829	PDZD11	WGS	-1	PDZD11	WGS	chrX_69508829_69510829	0.9825	0.1215	0.53
chrX	69509940	KIF4A	WGS	1	KIF4A	WGS	chrX_69508940_69510940	0.9825	0.1125	0.522
chrX	69642881	GDPD2	WGS	1	GDPD2	WGS	chrX_69641881_69643881	0.928	0.1465	0.562
chrX	69664819	DLG3	WGS	1	DLG3	WGS	chrX_69663819_69665819	1	0.0715	0.6255
chrX	70128561	TEX11	WGS	-1	TEX11	WGS	chrX_70127561_70129561	0.894333	0.442	0.4765
chrX	70150946	SLC7A3	WGS	-1	SLC7A3	WGS	chrX_70149946_70151946	0.976375	0.164	0.5285
chrX	70288273	SNX12	WGS	-1	SNX12	WGS	chrX_70287273_70289273	1	0.067	0.5245
chrX	70316047	FOXO4	WGS	1	FOXO4	WGS	chrX_70315047_70317047	1	0.0715	0.5695
chrX	70326455	CXorf65	WGS	-1	CXorf65	WGS	chrX_70325455_70327455	0.882583	0.266	0.485
chrX	70331481	IL2RG	WGS	-1	IL2RG	WGS	chrX_70330481_70332481	0.986083	0.268	0.4895
chrX	70338573	MED12	WGS	1	MED12	WGS	chrX_70337573_70339573	1	0.2595	0.5255
chrX	70364712	NLGN3	WGS	1	NLGN3	WGS	chrX_70363712_70365712	1	0	0.567
chrX	70435062	GJB1	WGS	1	GJB1	WGS	chrX_70434062_70436062	0.85175	0.2125	0.5395
chrX	70474499	ZMYM3	WGS	-1	ZMYM3	WGS	chrX_70473499_70475499	0.975917	0.0895	0.605
chrX	70503433	NONO	WGS	1	NONO	WGS	chrX_70502433_70504433	0.99575	0.1445	0.492
chrX	70521584	ITGB1BP2	WGS	1	ITGB1BP2	WGS	chrX_70520584_70522584	0.9595	0	0.4555
chrX	70586155	TAF1	WGS	1	TAF1	WGS	chrX_70585155_70587155	0.986792	0.1455	0.549
chrX	70752933	OGT	WGS	1	OGT	WGS	chrX_70751933_70753933	1	0.3535	0.5075
chrX	70800135	ACRC	WGS	1	ACRC	WGS	chrX_70799135_70801135	0.887667	0.3415	0.517
chrX	70838360	CXCR3	WGS	-1	CXCR3	WGS	chrX_70837360_70839360	0.980292	0.352	0.5465
chrX	71130938	NHSL2	WGS	1	NHSL2	WGS	chrX_71129938_71131938	1	0.056	0.624
chrX	71351758	RGAG4	WGS	-1	RGAG4	WGS	chrX_71350758_71352758	1	0.072	0.6315
chrX	71401529	PIN4	WGS	1	PIN4	WGS	chrX_71400529_71402529	0.9035	0.3215	0.4985
chrX	71458897	ERCC6L	WGS	-1	ERCC6L	WGS	chrX_71457897_71459897	0.888792	0.535	0.5215
chrX	71497150	RPS4X	WGS	-1	RPS4X	WGS	chrX_71496150_71498150	0.880708	0.1995	0.5035
chrX	71527000	CITED1	WGS	-1	CITED1	WGS	chrX_71526000_71528000	1	0.053	0.6475
chrX	71792953	HDAC8	WGS	-1	HDAC8	WGS	chrX_71791953_71793953	1	0.0925	0.444
chrX	71933888	PHKA1	WGS	-1	PHKA1	WGS	chrX_71932888_71934888	0.889792	0.227	0.5265
chrX	71996972	DMRTC1B	WGS	1	DMRTC1B	WGS	chrX_71995972_71997972	0.485667	0.161	0.567
chrX	72095808	DMRTC1	WGS	-1	DMRTC1	WGS	chrX_72094808_72096808	0.492792	0.1935	0.5245
chrX	72223352	PABPC1L2B	WGS	1	PABPC1L2B	WGS	chrX_72222352_72224352	0.49625	0.3165	0.657
chrX	72299351	PABPC1L2A	WGS	-1	PABPC1L2A	WGS	chrX_72298351_72300351	0.49325	0.322	0.6565
chrX	72347919	NAP1L6	WGS	-1	NAP1L6	WGS	chrX_72346919_72348919	0.944042	0.1035	0.457
chrX	72434684	NAP1L2	WGS	-1	NAP1L2	WGS	chrX_72433684_72435684	1	0.079	0.442
chrX	72667090	CDX4	WGS	1	CDX4	WGS	chrX_72666090_72668090	1	0.1105	0.5385
chrX	72783044	CHIC1	WGS	1	CHIC1	WGS	chrX_72782044_72784044	0.993542	0.307	0.4805
chrX	73524025	ZCCHC13	WGS	1	ZCCHC13	WGS	chrX_73523025_73525025	0.9255	0.2805	0.457
chrX	73641296	SLC16A2	WGS	1	SLC16A2	WGS	chrX_73640296_73642296	1	0.181	0.6535
chrX	73834452	RLIM	WGS	-1	RLIM	WGS	chrX_73833452_73835452	0.92075	0.269	0.5195
chrX	74145282	KIAA2022	WGS	-1	KIAA2022	WGS	chrX_74144282_74146282	1	0.159	0.627
chrX	74376132	ABCB7	WGS	-1	ABCB7	WGS	chrX_74375132_74377132	0.992042	0.0615	0.437
chrX	74493923	UPRT	WGS	1	UPRT	WGS	chrX_74492923_74494923	0.960208	0.2085	0.5005
chrX	74743090	ZDHHC15	WGS	-1	ZDHHC15	WGS	chrX_74742090_74744090	0.987792	0.3755	0.5075
chrX	75005079	MAGEE2	WGS	-1	MAGEE2	WGS	chrX_75004079_75006079	1	0.252	0.4835
chrX	75392771	PBDC1	WGS	1	PBDC1	WGS	chrX_75391771_75393771	0.961625	0.5765	0.493
chrX	75648046	MAGEE1	WGS	1	MAGEE1	WGS	chrX_75647046_75649046	1	0.284	0.544
chrX	76709648	FGF16	WGS	1	FGF16	WGS	chrX_76708648_76710648	0.786167	0.4005	0.4525
chrX	77041702	ATRX	WGS	-1	ATRX	WGS	chrX_77040702_77042702	0.99275	0.1585	0.4805
chrX	77151090	MAGT1	WGS	-1	MAGT1	WGS	chrX_77150090_77152090	0.891375	0.2115	0.455
chrX	77154935	COX7B	WGS	1	COX7B	WGS	chrX_77153935_77155935	0.778417	0.441	0.473
chrX	77166199	ATP7A	WGS	1	ATP7A	WGS	chrX_77165199_77167199	0.956667	0.204	0.4445
chrX	77225135	PGAM4	WGS	-1	PGAM4	WGS	chrX_77224135_77226135	0.692958	0.3995	0.496
chrX	77359671	PGK1	WGS	1	PGK1	WGS	chrX_77358671_77360671	0.972042	0.211	0.55
chrX	77395203	TAF9B	WGS	-1	TAF9B	WGS	chrX_77394203_77396203	1	0.2295	0.537
chrX	77582980	CYSLTR1	WGS	-1	CYSLTR1	WGS	chrX_77581980_77583980	1	0.0785	0.3915
chrX	77914825	ZCCHC5	WGS	-1	ZCCHC5	WGS	chrX_77913825_77915825	1	0.061	0.4225
chrX	78003225	LPAR4	WGS	1	LPAR4	WGS	chrX_78002225_78004225	0.99575	0.0155	0.3835
chrX	78200918	P2RY10	WGS	1	P2RY10	WGS	chrX_78199918_78201918	1	0.1775	0.3975
chrX	78426469	GPR174	WGS	1	GPR174	WGS	chrX_78425469_78427469	1	0.121	0.3995
chrX	78622856	ITM2A	WGS	-1	ITM2A	WGS	chrX_78621856_78623856	0.991917	0.017	0.503
chrX	79277741	TBX22	WGS	1	TBX22	WGS	chrX_79276741_79278741	0.987417	0.047	0.505
chrX	79591003	FAM46D	WGS	1	FAM46D	WGS	chrX_79590003_79592003	1	0	0.4405
chrX	80065187	BRWD3	WGS	-1	BRWD3	WGS	chrX_80064187_80066187	0.988792	0.088	0.5385
chrX	80457441	HMGN5	WGS	-1	HMGN5	WGS	chrX_80456441_80458441	1	0.031	0.417
