geneName	chr	start	end	strand	avg_exp
OR5B3	chr11	58169937	58170882	-1	0
OR5C1	chr9	125551150	125552237	1	0.125041576665944
OR5D13	chr11	55540914	55541858	1	0.157654398010808
OR5D14	chr11	55563032	55563976	1	0.063061759204323
OR5D16	chr11	55606228	55607214	1	0.119522405476691
OR5D18	chr11	55587086	55588073	1	0
OR5F1	chr11	55761157	55762101	-1	0.063061759204323
OR5H1	chr3	97851542	97852483	1	0.189933284699037
OR5H14	chr3	97868170	97869249	1	0.0804315948408717
OR5H15	chr3	97887544	97888485	1	0
OR5H2	chr3	98001732	98002676	1	0
OR5H6	chr3	97983088	97984200	1	0
OR5I1	chr11	55702932	55703876	-1	0.0315308299995696
OR5J2	chr11	55944094	55945032	1	0.0953446140999053
OR5K1	chr3	98188324	98189420	1	0.485376872442667
OR5K2	chr3	98216448	98217496	1	1.05717763587537
OR5K3	chr3	98109510	98110475	1	0.153418832687246
OR5K4	chr3	98072698	98073663	1	0.153418832687246
OR5L1	chr11	55578854	55579952	1	0.129689448741365
OR5L2	chr11	55594695	55595630	1	0
OR5M1	chr11	56380031	56380978	-1	0.0314069227249677
OR5M10	chr11	56344212	56345263	-1	0
OR5M11	chr11	56309746	56310757	-1	0
OR5M3	chr11	56236964	56238014	-1	0
OR5M8	chr11	56257825	56258871	-1	0
OR5M9	chr11	56229945	56230877	-1	0
OR5P2	chr11	7817452	7818520	-1	0.0271454152458347
OR5P3	chr11	7846584	7847519	-1	0.0957260580317263
OR5R1	chr11	56184734	56185708	-1	0.091002899229647
OR5T1	chr11	56043029	56044146	1	0
OR5T2	chr11	55999490	56000737	-1	0
OR5T3	chr11	56019676	56020698	1	0.0611332104306953
OR5V1	chrHSCHR6_MHC_QBL	29390278	29399635	-1	0
OR5W2	chr11	55681126	55682058	-1	0
OR6A2	chr11	6815756	6817128	-1	0.0201796736607179
OR6B1	chr7	143701022	143702068	1	0.00491314664962957
OR6B2	chr2	240968841	240969906	-1	0.0194266419077944
OR6B3	chr2	240984494	240985489	-1	0.0295496032733287
OR6C1	chr12	55714346	55715408	1	0.109201594177084
OR6C2	chr12	55845998	55846936	1	0.067349019658176
OR6C3	chr12	55725485	55726420	1	0.159543264710904
OR6C4	chr12	55944983	55946028	1	0.111493333128708
OR6C6	chr12	55688072	55689016	-1	0
OR6C65	chr12	55794214	55795289	1	0.0269313304591326
OR6C68	chr12	55886147	55887100	1	0
OR6C70	chr12	55862984	55863922	-1	0.0953446140999053
OR6C74	chr12	55640982	55642086	1	0.130396781702063
OR6C75	chr12	55758895	55759833	1	0.0905998572143676
OR6C76	chr12	55820038	55820976	1	0.0317815711016964
OR6F1	chr1	247875045	247876105	-1	0
OR6J1	chr14	23102673	23103716	-1	0.0191426131672103
OR6K2	chr1	158669369	158670486	-1	0.0606684341444583
OR6K3	chr1	158686958	158687953	-1	0.0295496032733287
OR6K6	chr1	158724510	158725681	1	0
OR6M1	chr11	123676043	123677095	-1	0
OR6N1	chr1	158735466	158736492	-1	0.028504774277246
OR6N2	chr1	158746472	158747425	-1	0.0311620843312787
OR6P1	chr1	158532441	158533394	-1	0.218134838331911
OR6Q1	chr11	57798402	57799403	1	0.0587612144853533
OR6S1	chr14	21108855	21109850	-1	0.0295496032733287
OR6T1	chr11	123813492	123814580	-1	0.0265426445488921
OR6V1	chr7	142749417	142750444	1	0.0284708461043766
OR6X1	chr11	123624196	123625253	-1	0
OR6Y1	chr1	158516918	158517895	-1	0.0651720676383703
OR7A10	chr19	14951760	14952689	-1	0
OR7A17	chr19	14991138	14992264	-1	0.181652628004864
OR7A5	chr19	14903302	14946188	-1	0.73274932879477
OR7C1	chr19	14909958	14911023	-1	0.0798276365542107
OR7C2	chr19	15052301	15053260	1	0
OR7D2	chr19	9296279	9299493	1	0.0748832434238
OR7D4	chr19	9324526	9325542	-1	0.0455618931811435
OR7E24	chr19	9361606	9362820	1	0
OR7G1	chr19	9225274	9226439	-1	0
OR7G2	chr19	9212945	9213982	-1	0.0844072425828027
OR7G3	chr19	9236688	9237626	-1	0.127126482817153
OR8A1	chr11	124439893	124441037	1	0
OR8B12	chr11	124412578	124413575	-1	0
OR8B2	chr11	124252291	124253258	-1	0.272724970863191
OR8B3	chr11	124266278	124267264	-1	0.170452858776535
OR8B4	chr11	124293807	124294789	-1	0
OR8B8	chr11	124310022	124311054	-1	0.0849067406833797
OR8D1	chr11	124179708	124180733	-1	0.00295246531695959
OR8D2	chr11	124189134	124190184	-1	0.08313543212612
OR8D4	chr11	123777109	123778183	1	0
OR8G5	chr11	124134723	124135763	1	0.280367738225346
OR8H1	chr11	56057529	56058566	-1	0.0969192979828166
OR8H2	chr11	55872519	55873457	1	0.168814619092604
OR8H3	chr11	55889849	55890787	1	0.158907855508482
OR8I2	chr11	55860753	55861762	1	0
OR8J1	chr11	56127691	56128764	1	0.0269921432368195
OR8J3	chr11	55904247	55905194	-1	0
OR8K1	chr11	56113421	56114507	1	0.106406984148632
OR8K3	chr11	56085783	56086721	1	0
OR8K5	chr11	55926870	55927793	-1	0
OR8S1	chr12	48901137	48923680	1	0.222471096917059
OR8U1	chr11	56143100	56144029	1	0
OR9A2	chr7	142723245	142724282	-1	0.198624055894197
OR9A4	chrHG7_PATCH	141618617	141619709	1	0.321817958877582
OR9G1	chr11	56467864	56468781	1	0
OR9G4	chr11	56510303	56511287	-1	0.0599859024797173
OR9I1	chr11	57885972	57886916	-1	0
OR9K2	chr12	55523465	55524586	1	0
OR9Q1	chr11	57791353	57949088	1	0
OR9Q2	chr11	57957906	57958990	1	0.0266610459357915
ORAI1	chr12	122064455	122080583	1	45.2265338808547
ORAI2	chr7	102073553	102097268	1	11.9504150677764
ORAI3	chr16	30960387	30967782	1	2.53518293175571
ORAOV1	chr11	69467844	69490184	-1	18.0876153593105
ORC1	chr1	52838501	52870131	-1	2.12642109304464
ORC2	chr2	201773696	201828403	-1	33.7225712162975
ORC3	chr6	88299839	88377169	1	18.2667379483573
ORC4	chr2	148687968	148779147	-1	71.1021395560215
ORC5	chr7	103766788	103848495	-1	11.4221613559147
ORC6	chr16	46723555	46732306	1	20.5317808438338
ORM1	chr9	117085336	117088755	1	4.32277361397659
ORM2	chr9	117092149	117095532	1	53.4476428096232
ORMDL1	chr2	190635049	190649097	-1	28.5950674821453
ORMDL2	chr12	56211703	56215663	1	15.6460039590935
ORMDL3	chr17	38077294	38083854	-1	30.6802981538472
OS9	chr12	58087738	58115340	1	243.447910800596
OSBP	chr11	59341871	59383617	-1	28.5969020479045
OSBP2	chr22	31089769	31303811	1	4.07603749811192
OSBPL10	chr3	31699382	32119072	-1	11.6398102741372
OSBPL11	chr3	125247702	125313934	-1	20.3433490016291
OSBPL1A	chr18	21742008	21977844	-1	17.646320548085
OSBPL2	chr20	60813580	60871268	1	86.5868122148372
OSBPL3	chr7	24836158	25021253	-1	43.3775860089119
OSBPL5	chr11	3108346	3187969	-1	19.6502923296017
OSBPL6	chr2	179059208	179264160	1	0.225863668609827
OSBPL7	chr17	45884738	45899200	-1	12.1272206361571
OSBPL8	chr12	76745577	76953589	-1	145.534867743864
OSBPL9	chr1	52042851	52254889	1	79.1821244613423
OSCAR	chr19	54597933	54606000	-1	7.87372977663591
OSCP1	chr1	36881428	36916086	-1	9.85079348861405
OSER1	chr20	42825136	42839431	-1	21.0132413422473
OSGEP	chr14	20914570	20923264	-1	57.4842906344402
OSGEPL1	chr2	190611386	190627953	-1	8.6904922785319
OSGIN1	chr16	83981887	83999937	1	1.46581092609691
OSGIN2	chr8	90914087	90940116	1	16.8887654493175
OSM	chr22	30658818	30662829	-1	0.975793664390244
OSMR	chr5	38845960	38945698	1	3.93806895521398
OSR1	chr2	19551246	19558414	-1	0.0427574089020344
OSR2	chr8	99956631	99964332	1	0.035869122290986
OST4	chr2	27293340	27294641	-1	81.2344790953961
OSTC	chr4	109571740	109588976	1	63.3956482817869
OSTF1	chr9	77703459	77762181	1	143.853827237691
OSTM1	chr6	108362613	108487058	-1	76.0624551725185
OSTN	chr3	190917030	190983404	1	0.22479726054662
OTC	chrX	38211798	38280703	1	0.054176942940634
OTOA	chr16	21689835	21772050	1	0.165495986397049
OTOF	chr2	26680071	26781566	-1	0.559633573820798
OTOG	chr11	17568920	17668697	1	0.104438052271969
OTOGL	chr12	80603233	80772870	1	0.039622243877123
OTOL1	chr3	161214596	161221730	1	0.0191914908246013
OTOP1	chr4	4190530	4228616	-1	0
OTOP2	chr17	72920370	72930007	1	0.0377932564339337
OTOP3	chr17	72931814	72946087	1	0
OTOR	chr20	16729003	16750707	1	0
OTOS	chr2	241078446	241083979	-1	0
OTP	chr5	76924538	76935513	-1	0
OTUB1	chr11	63753325	63769283	1	25.8096191329474
OTUB2	chr14	94492675	94515276	1	1.41723702075094
OTUD1	chr10	23728198	23731308	1	5.03106846405131
OTUD3	chr1	20209006	20239438	1	2.97299931892126
OTUD4	chr4	146031990	146101313	-1	38.3423734651127
OTUD5	chrX	48779305	48815648	-1	41.9645130119085
OTUD6A	chrX	69282341	69284029	1	0
OTUD6B	chr8	92082424	92099323	1	29.4741453029573
OTUD7A	chr15	31775329	32162992	-1	0.222786598599679
OTUD7B	chr1	149909705	149982625	-1	3.18033380955661
OTX1	chr2	63277192	63284971	1	0.0724133358579257
OTX2	chr14	57267425	57277197	-1	0.075926194449283
OVCA2	chr17	1945327	1946724	1	11.3601471431475
OVCH1	chr12	29565407	29650619	-1	2.06079138094257
OVCH1-AS1	chr12	29542227	29640421	1	1.33454301140288
OVGP1	chr1	111956936	111970399	-1	4.17643342583794
OVOL1	chr11	65554493	65564690	1	0
OVOL2	chr20	17937623	18039832	-1	0
OVOL3	chr19	36602104	36604613	1	0.103626241425607
OXA1L	chr14	23235731	23241007	1	107.256431795287
OXCT1	chr5	41730167	41870621	-1	51.6700643585837
OXCT2	chr1	40235195	40237020	-1	0.187339447623949
OXER1	chr2	42989642	42991401	-1	5.24763896435807
OXGR1	chr13	97637973	97646984	-1	0.130994988876045
OXLD1	chr17	79632066	79633665	-1	1.53004513375046
OXNAD1	chr3	16306706	16391806	1	57.0380677414231
OXR1	chr8	107282473	107764922	1	60.2539547622272
OXSM	chr3	25824408	25836025	1	6.55836030182819
OXSR1	chr3	38206580	38296979	1	37.2197165825401
OXT	chr20	3052266	3053163	1	0.30145122633081
OXTR	chr3	8792094	8811314	-1	0.0193217913611017
P2RX1	chr17	3799886	3819794	-1	20.9430219615556
P2RX2	chr12	133195366	133198972	1	0.423238175679012
P2RX3	chr11	57105848	57138073	1	0.141083170864895
P2RX4	chr12	121647660	121671909	1	26.9157119391249
P2RX5	chr17	3575493	3599698	-1	39.6539121184397
P2RX6	chr22	21364097	21383119	1	0.315865916431597
P2RX7	chr12	121570622	121623876	1	38.4790124663386
P2RY1	chr3	152552736	152555841	1	0.206613488196797
P2RY10	chrX	78200829	78217451	1	61.0950993125903
P2RY11	chr19	10222214	10226048	1	2.26475684810614
P2RY12	chr3	151055168	151102600	-1	24.2587611796157
P2RY13	chr3	151044100	151047336	-1	13.2629386885281
P2RY14	chr3	150929905	150996255	-1	5.7096545286716
P2RY2	chr11	72929343	72947397	1	1.56636643418028
P2RY4	chrX	69478016	69479654	-1	0.436249359879644
P2RY6	chr11	72975550	73009662	1	1.79853509304035
P2RY8	chrX	1581465	1656000	-1	9.10300051606644
P4HA1	chr10	74766975	74856732	-1	25.3543125591084
P4HA2	chr5	131527531	131631008	-1	2.24574231569657
P4HA3	chr11	73946846	74022702	-1	0.948810882057264
P4HB	chr17	79801035	79818570	-1	531.380454616559
P4HTM	chr3	49027319	49044587	1	14.445666278206
PA2G4	chr12	56498103	56507691	1	139.752809075499
PAAF1	chr11	73587744	73638790	1	22.1739786278386
PABPC1	chr8	101698044	101735037	-1	3502.6305749221
PABPC1L	chr20	43538703	43587676	1	32.0008058771976
PABPC1L2A	chrX	72297115	72299351	-1	0.0233384163164123
PABPC1L2B	chrX	72223352	72225551	1	0
PABPC3	chr13	25670300	25673389	1	0.00747511060148463
PABPC4	chr1	40026488	40042462	-1	75.8475102694736
PABPC4L	chr4	135117488	135122903	-1	0
PABPC5	chrX	90689594	90693583	1	0.0222659090740414
PABPN1	chr14	23790498	23795394	1	323.882831052115
PABPN1L	chr16	88928034	88933068	-1	0.466981964115257
PACRG	chr6	163148164	163736524	1	0.607875081870534
PACRGL	chr4	20697905	20754530	1	26.1418642803082
PACS1	chr11	65837834	66012218	1	124.03369921978
PACS2	chr14	105766900	105864484	1	21.1783129053418
PACSIN1	chr6	34433916	34503006	1	5.77847077772464
PACSIN2	chr22	43231418	43411151	-1	32.89288291281
PACSIN3	chr11	47199076	47207994	-1	0.336417554177142
PADI1	chr1	17531621	17572500	1	0.0457518434988067
PADI2	chr1	17393256	17445948	-1	5.27865932114406
PADI3	chr1	17575593	17610728	1	0.0239011081190881
PADI4	chr1	17634690	17690499	1	29.842463920784
PAEP	chr9	138453602	138458801	1	0.0852212211161163
PAF1	chr19	39876492	39881835	-1	79.7520629012649
PAFAH1B1	chr17	2496504	2588909	1	274.429825607893
PAFAH1B2	chr11	117014983	117047610	1	60.9880879896997
PAFAH1B3	chr19	42801185	42807698	-1	7.70629591166027
PAFAH2	chr1	26286258	26324648	-1	22.4881602598893
PAG1	chr8	81880045	82024303	-1	28.3754463120115
PAGE1	chrX	49452053	49460596	-1	0
PAGE2	chrX	55115441	55119275	1	0
PAGE2B	chrX	55101496	55105342	1	1.21550732441374
PAGE3	chrX	55284848	55291279	-1	0.0610657509056917
PAGE4	chrX	49593863	49598576	1	0.393493209953952
PAGE5	chrX	55246788	55250541	1	0
PAGR1	chr16	29827285	29841948	1	14.0044820695004
PAH	chr12	103230663	103352188	-1	0.635737798850454
PAICS	chr4	57301907	57327534	1	12.8084090576271
PAIP1	chr5	43526369	43557860	-1	38.9778184567911
PAIP2	chr5	138677276	138705406	1	118.465560772652
PAIP2B	chr2	71409869	71454213	-1	0.410561156914725
PAK1	chr11	77032752	77185680	-1	221.146788589621
PAK1IP1	chr6	10694928	10710015	1	12.7914528553619
PAK2	chr3	196466728	196559518	1	56.7485219832514
PAK3	chrX	110187513	110470589	1	1.11524908713616
PAK4	chr19	39616410	39673456	1	6.0408071931455
PAK6	chr15	40509629	40569688	1	0.583513977796373
PALB2	chr16	23614488	23652631	-1	16.7781269912534
PALD1	chr10	72238577	72328205	1	0.284579921954533
PALLD	chr4	169418217	169849608	1	26.1131135131348
PALM	chr19	708953	748329	1	0.120161794169321
PALM2	chr9	112403068	112713755	1	0
PALM2-AKAP2	chr9	112542589	112934792	1	0.0678269796971691
PALM3	chr19	14164177	14169971	-1	3.08614811977871
PALMD	chr1	100111499	100160097	1	0.134911546121357
PAM	chr5	102089685	102366809	1	41.8759789033838
PAM16	chr16	4381550	4405608	-1	8.34704534863845
PAMR1	chr11	35453370	35551848	-1	0.010799426708989
PAN2	chr12	56710007	56727837	-1	45.401146105179
PAN3	chr13	28712643	28869475	1	63.9136063150209
PANK1	chr10	91342745	91405215	-1	1.93893072759248
PANK2	chr20	3869486	3907605	1	125.546521044127
PANK3	chr5	167975500	168006605	-1	42.5972723403612
PANK4	chr1	2439972	2458039	-1	22.8187363424148
PANX1	chr11	93862094	93915138	1	2.98163297891168
PANX2	chr22	50609160	50618723	1	0.0759672093015839
PANX3	chr11	124481386	124490252	1	0.097004812851277
PAOX	chr10	135192695	135205198	1	3.75693978113646
PAPD4	chr5	78907943	78982471	1	122.909874304928
PAPD5	chr16	50186829	50269221	1	23.0395220944504
PAPD7	chr5	6714718	6757161	1	32.9825941374401
PAPLN	chr14	73704205	73741348	1	1.09893992814972
PAPOLA	chr14	96967770	97033448	1	237.798789336698
PAPOLB	chr7	4897364	4901625	-1	0.0176055967559174
PAPOLG	chr2	60983365	61029220	1	51.7368740630394
PAPPA	chr9	118916083	119164601	1	0.297132419564046
PAPPA-AS1	chr9	119160439	119162885	-1	0.0389714687285402
PAPPA2	chr1	176432307	176814735	1	0.018635959815254
PAPSS1	chr4	108511433	108641608	-1	30.6899390185991
PAPSS2	chr10	89419370	89507462	1	8.74005513114402
PAQR3	chr4	79808281	79860592	-1	10.443920313512
PAQR4	chr16	3019246	3023490	1	0.799013498818731
PAQR5	chr15	69591286	69700119	1	0.0101236409967486
PAQR6	chr1	156213206	156217881	-1	1.68669420491747
PAQR7	chr1	26187701	26197744	-1	1.4111591185645
PAQR8	chr6	52226219	52272575	1	4.38740152468818
PAQR9	chr3	142668006	142682178	-1	0.0146156021179154
PARD3	chr10	34398488	35104253	-1	3.4361208147525
PARD3B	chr2	205410516	206484886	1	1.00404294875885
PARD6A	chr16	67694849	67696681	1	0.941731409581469
PARD6B	chr20	49348081	49373332	1	1.46919221410118
PARD6G	chr18	77915115	78005429	-1	0.0813507985002085
PARG	chr10	51026325	51130715	-1	72.2071263883366
PARK7	chr1	8014351	8045565	1	438.346699092029
PARL	chr3	183547173	183602721	-1	84.3820345502965
PARM1	chr4	75858305	75975325	1	1.53866641082464
PARN	chr16	14529558	14726585	-1	67.7527004393287
PARP1	chr1	226548392	226595780	-1	179.434599174886
PARP10	chrHG104_HG975_PATCH	145059323	145094942	-1	28.1350732526749
PARP11	chr12	3900213	3982608	-1	11.3199349946683
PARP12	chr7	139723544	139763521	-1	65.1865576847887
PARP14	chr3	122399465	122449687	1	68.3398779451665
PARP15	chr3	122296449	122357894	1	99.2559670978426
PARP16	chr15	65526798	65592956	-1	6.826327509713
PARP2	chr14	20811741	20826064	1	17.7758137527413
PARP3	chr3	51976361	51982883	1	9.19407470883592
PARP4	chr13	24995064	25086948	-1	67.1124669816511
PARP6	chr15	72533522	72565340	-1	46.4797361839499
PARP8	chr5	49961733	50142356	1	361.826337991303
PARP9	chr3	122246771	122283424	-1	47.8476041880865
PARPBP	chr12	102513956	102591298	1	4.59141535380668
PARS2	chr1	55222571	55230187	-1	0.322337442903993
PARVA	chr11	12398732	12552348	1	0.375946669144843
PARVB	chr22	44395091	44568829	1	37.4039499117111
PARVG	chr22	44568836	44615413	1	170.94003631136
PASD1	chrX	150732094	150845211	1	0.0964401865475163
PASK	chr2	242045514	242089679	-1	22.6945124060963
PATE1	chr11	125616188	125619762	1	0.135799360950568
PATE2	chr11	125646008	125648714	-1	0.0171734093725681
PATE3	chr11	125658006	125661495	1	0.0208302612562659
PATE4	chr11	125703211	125709964	1	0.039962278573162
PATL1	chr11	59404189	59436453	-1	23.9361302584098
PATL2	chr15	44957930	45003514	-1	54.1630781194656
PATZ1	chr22	31721790	31742218	-1	5.58491107055188
PAWR	chr12	79968759	80084877	-1	2.77739900654491
PAX1	chr20	21686297	21696620	1	0.171541611165085
PAX2	chr10	102495360	102589698	1	0.15458186465986
PAX3	chr2	223064607	223163715	-1	0.128526111491428
PAX4	chr7	127250346	127255982	-1	0.095853536692946
PAX5	chr9	36833272	37034103	-1	17.5319134787914
PAX6	chr11	31806340	31839509	-1	1.46937632753049
PAX7	chr1	18957500	19075360	1	0.03461898816697
PAX8	chr2	113973574	114036527	-1	3.99505853913403
PAX9	chr14	37126773	37148920	1	0.065034355079571
PAXBP1	chr21	34106210	34144169	-1	57.1587990791959
PAXIP1	chr7	154735397	154794794	-1	11.1485295720508
PAXIP1-AS2	chr7	154720208	154741618	1	8.53825073018135
PBDC1	chrX	75392771	75398039	1	38.216176741579
PBK	chr8	27667137	27695612	-1	0.20877104524627
PBLD	chr10	70042417	70092806	-1	2.17558385219929
PBOV1	chr6	138537129	138539627	-1	0.0103148589885782
PBRM1	chr3	52579368	52719933	-1	83.9323414009941
PBX1	chr1	164524821	164868533	1	3.55489523983144
PBX2	chrHSCHR6_MHC_QBL	32110133	32115584	-1	46.6649221301053
PBX3	chr9	128509624	128729656	1	27.3613930142397
PBX4	chr19	19672522	19729725	-1	5.53541424624739
PBXIP1	chr1	154916552	154928599	-1	37.2036838889943
PC	chr11	66615704	66725847	-1	4.54560149368337
PCBD1	chr10	72642037	72648541	-1	10.4433089768543
PCBD2	chr5	134240596	134343649	1	8.50069139533734
PCBP1	chr2	70314585	70316332	1	91.6987006043264
PCBP2	chr12	53835525	53874946	1	519.247224009679
PCBP3	chr21	47063608	47362368	1	1.03072558108764
PCBP4	chr3	51991470	52002426	-1	4.09967161262936
PCCA	chr13	100741269	101182686	1	51.0253324608574
PCCB	chr3	135969148	136056738	1	52.697591475105
PCDH1	chr5	141232938	141258811	-1	1.12806747868693
PCDH10	chr4	134070470	134129356	1	0.0170341511813718
PCDH11X	chrX	91034260	91878229	1	0.198849211365206
PCDH11Y	chrY	4868267	5610265	1	0.0978395500693065
PCDH12	chr5	141323150	141349304	-1	0.883663782922766
PCDH15	chr10	55562531	57387702	-1	1.50403063352023
PCDH17	chr13	58205944	58303445	1	0.206388490159404
PCDH18	chr4	138440072	138453648	-1	0.130169353818136
PCDH19	chrX	99546642	99665271	-1	0.00326816956661331
PCDH20	chr13	61983818	62002220	-1	0.0104175363538408
PCDH7	chr4	30722037	31148422	1	0.0038479903343567
PCDH8	chr13	53418109	53422775	-1	0
PCDH9	chr13	66876967	67804468	-1	1.84799239431646
PCDHA1	chr5	140165876	140391929	1	0.0188412469230944
PCDHA10	chr5	140235595	140391929	1	0.0289739155915714
PCDHA11	chr5	140248689	140391929	1	0.0296085311525229
PCDHA12	chr5	140255058	140391929	1	0.00996238297043516
PCDHA13	chr5	140261793	140391929	1	0.0320365284241359
PCDHA2	chr5	140174444	140391929	1	0
PCDHA3	chr5	140180783	140391929	1	0.00578639035976237
PCDHA4	chr5	140186659	140391929	1	0.0355050941482161
PCDHA5	chr5	140201222	140391929	1	0.035332620656841
PCDHA6	chr5	140207563	140391929	1	0.0784633639937123
PCDHA7	chr5	140213969	140391929	1	0.103388170404728
PCDHA8	chr5	140220907	140391929	1	0.039389864662471
PCDHA9	chr5	140227048	140391929	1	0.0100804371391912
PCDHAC1	chr5	140306302	140391929	1	0.0253593765777215
PCDHAC2	chr5	140345820	140391936	1	0.237096321937805
PCDHB1	chr5	140430979	140433512	1	0.0309814609578263
PCDHB10	chr5	140571942	140575215	1	0.222773319211282
PCDHB11	chr5	140579183	140582618	1	0.199691917743308
PCDHB12	chr5	140588269	140591696	1	0.664628850171399
PCDHB13	chr5	140593509	140596993	1	0.074399423638174
PCDHB14	chr5	140602931	140605858	1	0.122652726932478
PCDHB15	chr5	140625147	140627799	1	0.0952264991007968
PCDHB16	chr5	140560980	140565793	1	0.392169614133274
PCDHB2	chr5	140474227	140476962	1	0.410590890151183
PCDHB3	chr5	140480234	140483406	1	0.0301975619315052
PCDHB4	chr5	140501581	140505201	1	0.49731292953488
PCDHB5	chr5	140514800	140517703	1	1.58903177289679
PCDHB6	chr5	140529683	140532868	1	0.124856916224115
PCDHB7	chr5	140552243	140555957	1	0.111770016386406
PCDHB8	chr5	140557371	140560081	1	0.174095328462532
PCDHGA1	chr5	140710252	140892546	1	0.199728411712239
PCDHGA10	chr5	140792743	140892546	1	0.542072607067825
PCDHGA11	chr5	140800762	140891835	1	0.293427936207902
PCDHGA12	chr5	140810185	140892546	1	0.199043547711346
PCDHGA2	chr5	140718539	140892546	1	0.0164695485933042
PCDHGA3	chr5	140723601	140892546	1	0.177805847144575
PCDHGA4	chr5	140734768	140892546	1	0.272217876848597
PCDHGA5	chr5	140743898	140892546	1	0.227351463792926
PCDHGA6	chr5	140753651	140892546	1	0.439432621687803
PCDHGA7	chr5	140762467	140892546	1	0.524410254455522
PCDHGA8	chr5	140772381	140892546	1	0.233113741026897
PCDHGA9	chr5	140782520	140892546	1	0.372587008261058
PCDHGB1	chr5	140729828	140892546	1	0.261466769111212
PCDHGB2	chr5	140739703	140892546	1	0.385339140695753
PCDHGB3	chr5	140749831	140892546	1	0.533722369027476
PCDHGB4	chr5	140767452	140892546	1	0.331440837372001
PCDHGB6	chr5	140787770	140892546	1	0.440905030176906
PCDHGB7	chr5	140797427	140892546	1	0.507449940411256
PCDHGC3	chr5	140855580	140892542	1	2.87182946416377
PCDHGC4	chr5	140864741	140892546	1	0.143907271658851
PCDHGC5	chr5	140868808	140892546	1	0.326561747638169
PCED1A	chr20	2815960	2821836	-1	44.8710905445927
PCED1B	chr12	47473386	47630443	1	16.8354532988508
PCF11	chr11	82868030	82898493	1	83.5616196788517
PCGF1	chr2	74732170	74735707	-1	35.2526500088997
PCGF2	chr17	36890150	36906070	-1	1.57229844085877
PCGF3	chr4	699537	764428	1	21.6181203196805
PCGF5	chr10	92979908	93044088	1	25.5936428187907
PCGF6	chr10	105062553	105110891	-1	1.68258998620783
PCID2	chr13	113831891	113863029	-1	32.5457729963995
PCIF1	chr20	44563267	44576662	1	24.5403258258931
PCK1	chr20	56136136	56141513	1	0
PCK2	chr14	24563262	24579807	1	10.6579107947217
PCLO	chr7	82383329	82792246	-1	1.49068623657991
PCM1	chr8	17780349	17885478	1	246.520880261321
PCMT1	chr6	150070579	150132556	1	32.0935442746776
PCMTD1	chr8	52730140	52811735	-1	55.7511585664057
PCMTD2	chr20	62887094	62926855	1	65.8697732128106
PCNA	chr20	5095599	5107272	-1	16.3695387514039
PCNP	chr3	101292939	101313281	1	138.454210016349
PCNT	chr21	47744036	47865682	1	92.2399651250082
PCOLCE	chr7	100199800	100205798	1	3.89352438333759
PCOLCE2	chr3	142534764	142608045	-1	0.297318411626067
PCP2	chr19	7696497	7698634	-1	2.64996104997608
PCP4	chr21	41239243	41301322	1	0
PCP4L1	chr1	161228517	161255240	1	0.738959967603759
PCSK1	chr5	95726119	95769847	-1	1.53031623093232
PCSK1N	chrX	48689504	48694035	-1	0
PCSK2	chr20	17206752	17465223	1	0.0601452607267607
PCSK4	chr19	1481427	1490751	-1	0.67839162461298
PCSK5	chr9	78505560	78977255	1	18.0154431063545
PCSK6	chr15	101840818	102065405	-1	5.97318433394688
PCSK7	chr11	117075053	117103241	-1	61.8334440336237
PCSK9	chr1	55505221	55530525	1	0.0640319224274787
PCTP	chr17	53828340	53920191	1	10.089934624581
PCYOX1	chr2	70484518	70508323	1	17.2376180148666
PCYOX1L	chr5	148737570	148749216	1	8.64497023435188
PCYT1A	chr3	195941093	196014828	-1	122.282595560139
PCYT1B	chrX	24576204	24690794	-1	1.30095326796525
PCYT2	chr17	79858841	79869340	-1	8.2686067003255
PDAP1	chr7	98989671	99006452	-1	58.4518117710755
PDC	chr1	186412698	186430254	-1	0.583524245320398
PDCD1	chr2	242792033	242801060	-1	1.42328908403916
PDCD10	chr3	167401086	167452727	-1	139.942004143102
PDCD11	chr10	105156405	105206049	1	14.3446675922675
PDCD1LG2	chr9	5510545	5571282	1	0.337696385562051
PDCD2	chr6	170884383	170893780	-1	18.6808870137792
PDCD2L	chr19	34895289	34917073	1	5.63038540469286
PDCD4	chr10	112631565	112659764	1	484.829549752031
PDCD5	chr19	33071974	33078358	1	41.2500574885045
PDCD6	chr5	271736	353971	1	78.7385962559105
PDCD6IP	chr3	33839844	33911194	1	224.295697926201
PDCD7	chr15	65409717	65426174	-1	9.55005760302316
PDCL	chr9	125560668	125590910	-1	12.7566202517365
PDCL2	chr4	56422692	56458379	-1	0.141778096416798
PDCL3	chr2	101179152	101193197	1	27.9936988426691
PDE10A	chr6	165740776	166400091	-1	0.833911930958678
PDE11A	chr2	178487980	178973066	-1	0.309860877296208
PDE12	chr3	57542003	57552571	1	8.9830852568392
PDE1A	chr2	183004763	183387919	-1	0.236784660016497
PDE1B	chr12	54943134	54973023	1	6.5699975304731
PDE1C	chr7	31790793	32338941	-1	0.42784233649752
PDE2A	chr11	72287185	72385635	-1	1.95127426766724
PDE3A	chr12	20522179	20837315	1	1.40940066564262
PDE3B	chrHG873_PATCH	14665269	14892350	1	46.8255162981581
PDE4A	chr19	10527449	10580305	1	12.1400727209787
