V1	V2	V3	ID	DukeUq	RepeatMaskerFrac
chr12	58026138	58028138	chr12_58026138_58028138	0.9785	0.29
chr12	58086904	58088904	chr12_58086904_58088904	0.984083	0.1895
chr12	58119054	58121054	chr12_58119054_58121054	1	0.064
chr12	58131029	58133029	chr12_58131029_58133029	1	0.179
chr12	58137664	58139664	chr12_58137664_58139664	1	0.0785
chr12	58145304	58147304	chr12_58145304_58147304	1	0.0205
chr12	58147881	58149881	chr12_58147881_58149881	1	0.146
chr12	58160034	58162034	chr12_58160034_58162034	0.955917	0.1825
chr12	58165383	58167383	chr12_58165383_58167383	0.97625	0.1375
chr12	58165576	58167576	chr12_58165576_58167576	0.959917	0.1975
chr12	58165836	58167836	chr12_58165836_58167836	0.959917	0.1975
chr12	58175559	58177559	chr12_58175559_58177559	0.962375	0.2415
chr12	58209254	58211254	chr12_58209254_58211254	1	0.226
chr12	58239522	58241522	chr12_58239522_58241522	0.895167	0.205
chr12	58334360	58336360	chr12_58334360_58336360	0.951875	0.233
chr12	58936907	58938907	chr12_58936907_58938907	0.770125	0.641
chr12	59313303	59315303	chr12_59313303_59315303	1	0.0035
chr12	59916965	59918965	chr12_59916965_59918965	0.98425	0.146
chr12	60082118	60084118	chr12_60082118_60084118	1	0.266
chr12	6054398	6056398	chr12_6054398_6056398	1	0.185
chr12	6232841	6234841	chr12_6232841_6234841	0.989667	0.075
chr12	62585623	62587623	chr12_62585623_62587623	1	0
chr12	62653138	62655138	chr12_62653138_62655138	1	0.0215
chr12	62859597	62861597	chr12_62859597_62861597	1	0.1295
chr12	62996214	62998214	chr12_62996214_62998214	1	0.0255
chr12	6307881	6309881	chr12_6307881_6309881	1	0.1705
chr12	63327817	63329817	chr12_63327817_63329817	0.995	0.138
chr12	63543722	63545722	chr12_63543722_63545722	1	0
chr12	64061357	64063357	chr12_64061357_64063357	0.733542	0.014
chr12	64172583	64174583	chr12_64172583_64174583	1	0.292
chr12	6419099	6421099	chr12_6419099_6421099	0.9875	0.1615
chr12	64237073	64239073	chr12_64237073_64239073	1	0.0905
chr12	6450280	6452280	chr12_6450280_6452280	0.9995	0.2415
chr12	64615071	64617071	chr12_64615071_64617071	0.94725	0.1505
chr12	64783471	64785471	chr12_64783471_64785471	0.92575	0.246
chr12	64797130	64799130	chr12_64797130_64799130	0.9425	0.287
chr12	6483390	6485390	chr12_6483390_6485390	1	0.146
chr12	64844660	64846660	chr12_64844660_64846660	0.98375	0.0675
chr12	6492199	6494199	chr12_6492199_6494199	1	0.083
chr12	65003293	65005293	chr12_65003293_65005293	1	0.1055
chr12	65089329	65091329	chr12_65089329_65091329	0.988875	0.084
chr12	65152227	65154227	chr12_65152227_65154227	0.892042	0.231
chr12	65217352	65219352	chr12_65217352_65219352	0.994292	0.129
chr12	65514346	65516346	chr12_65514346_65516346	0.916792	0.1895
chr12	6553033	6555033	chr12_6553033_6555033	1	0.1195
chr12	65562351	65564351	chr12_65562351_65564351	1	0.192
chr12	6560250	6562250	chr12_6560250_6562250	1	0
chr12	65671423	65673423	chr12_65671423_65673423	1	0.117
chr12	6578843	6580843	chr12_6578843_6580843	0.966458	0.178
chr12	6601545	6603545	chr12_6601545_6603545	0.9885	0.206
chr12	6601764	6603764	chr12_6601764_6603764	0.9885	0.2755
chr12	66216911	66218911	chr12_66216911_66218911	0.984125	0.2075
chr12	66274821	66276821	chr12_66274821_66276821	0.9995	0.122
chr12	66316967	66318967	chr12_66316967_66318967	0.874125	0.419
chr12	6642093	6644093	chr12_6642093_6644093	0.9995	0.013
chr12	66523548	66525548	chr12_66523548_66525548	1	0.391
chr12	66562852	66564852	chr12_66562852_66564852	0.885167	0.29
chr12	66581659	66583659	chr12_66581659_66583659	0.979458	0.239
chr12	6664239	6666239	chr12_6664239_6666239	0.902458	0.184
chr12	66695325	66697325	chr12_66695325_66697325	0.930458	0.231
chr12	6676444	6678444	chr12_6676444_6678444	0.841958	0.3335
chr12	67071753	67073753	chr12_67071753_67073753	1	0.081
chr12	6715551	6717551	chr12_6715551_6717551	0.982292	0.09
chr12	6744613	6746613	chr12_6744613_6746613	0.898917	0.3295
chr12	6755626	6757626	chr12_6755626_6757626	0.843792	0.3265
chr12	67662061	67664061	chr12_67662061_67664061	1	0.0295
chr12	6771306	6773306	chr12_6771306_6773306	0.942542	0.355
chr12	6797676	6799676	chr12_6797676_6799676	1	0.1695
chr12	68041501	68043501	chr12_68041501_68043501	1	0.187
chr12	6808596	6810596	chr12_6808596_6810596	1	0.278
chr12	6831907	6833907	chr12_6831907_6833907	1	0.162
chr12	68552527	68554527	chr12_68552527_68554527	0.901042	0.2315
chr12	6861721	6863721	chr12_6861721_6863721	1	0
chr12	68618601	68620601	chr12_68618601_68620601	1	0.047
chr12	68646387	68648387	chr12_68646387_68648387	1	0.043
chr12	68725112	68727112	chr12_68725112_68727112	1	0.0635
chr12	6874543	6876543	chr12_6874543_6876543	1	0.1665
chr12	6880686	6882686	chr12_6880686_6882686	1	0.0735
chr12	6897638	6899638	chr12_6897638_6899638	0.99075	0.3605
chr12	69003619	69005619	chr12_69003619_69005619	0.98725	0.112
chr12	69079514	69081514	chr12_69079514_69081514	1	0.056
chr12	69138886	69140886	chr12_69138886_69140886	0.998917	0.0695
chr12	69185125	69187125	chr12_69185125_69187125	0.847	0.5205
chr12	69200956	69202956	chr12_69200956_69202956	0.956917	0.161
chr12	6929711	6931711	chr12_6929711_6931711	0.980875	0.1115
chr12	69325979	69327979	chr12_69325979_69327979	1	0.182
chr12	6936572	6938572	chr12_6936572_6938572	0.9955	0.176
chr12	6948375	6950375	chr12_6948375_6950375	1	0.0375
chr12	6960230	6962230	chr12_6960230_6962230	1	0.0175
chr12	6960292	6962292	chr12_6960292_6962292	1	0.0175
chr12	69632317	69634317	chr12_69632317_69634317	1	0.134
chr12	69741121	69743121	chr12_69741121_69743121	0.799542	0.364
chr12	69752483	69754483	chr12_69752483_69754483	0.959	0.516
chr12	6975283	6977283	chr12_6975283_6977283	0.99125	0.072
chr12	6981500	6983500	chr12_6981500_6983500	0.9495	0.149
chr12	69863129	69865129	chr12_69863129_69865129	0.945167	0.1975
chr12	69978114	69980114	chr12_69978114_69980114	0.90175	0.24
chr12	70003942	70005942	chr12_70003942_70005942	0.853917	0.491
chr12	70092196	70094196	chr12_70092196_70094196	0.860917	0.2615
chr12	7012897	7014897	chr12_7012897_7014897	1	0.1745
chr12	70132170	70134170	chr12_70132170_70134170	1	0.0655
chr12	7023371	7025371	chr12_7023371_7025371	1	0.0405
chr12	70325316	70327316	chr12_70325316_70327316	0.99125	0.1045
chr12	7032626	7034626	chr12_7032626_7034626	0.985167	0.021
chr12	7052186	7054186	chr12_7052186_7054186	0.942833	0.3205
chr12	7059434	7061434	chr12_7059434_7061434	1	0.14
chr12	70635777	70637777	chr12_70635777_70637777	1	0.06
chr12	70759056	70761056	chr12_70759056_70761056	1	0.085
chr12	7078944	7080944	chr12_7078944_7080944	0.881417	0.2235
chr12	7078988	7080988	chr12_7078988_7080988	0.894417	0.2015
chr12	7095351	7097351	chr12_7095351_7097351	0.879458	0.4155
chr12	71030220	71032220	chr12_71030220_71032220	1	0.0315
chr12	7124814	7126814	chr12_7124814_7126814	1	0.056
chr12	71313623	71315623	chr12_71313623_71315623	1	0.111
chr12	71511027	71513027	chr12_71511027_71513027	0.37525	0.9655
chr12	71832550	71834550	chr12_71832550_71834550	1	0
chr12	71834678	71836678	chr12_71834678_71836678	1	0
chr12	72055789	72057789	chr12_72055789_72057789	1	0
chr12	72056749	72058749	chr12_72056749_72058749	1	0
chr12	72078867	72080867	chr12_72078867_72080867	0.951042	0.1895
chr12	72147654	72149654	chr12_72147654_72149654	0.961125	0.2705
chr12	72232498	72234498	chr12_72232498_72234498	0.971292	0.26
chr12	72331626	72333626	chr12_72331626_72333626	0.9995	0.137
chr12	7244131	7246131	chr12_7244131_7246131	0.99175	0.079
chr12	7260869	7262869	chr12_7260869_7262869	0.99925	0.0605
chr12	72665463	72667463	chr12_72665463_72667463	0.995167	0.051
chr12	7280538	7282538	chr12_7280538_7282538	1	0.038
chr12	7281795	7283795	chr12_7281795_7283795	1	0
chr12	7341283	7343283	chr12_7341283_7343283	0.973	0.1575
chr12	7455880	7457880	chr12_7455880_7457880	0.99225	0.427
chr12	74930551	74932551	chr12_74930551_74932551	0.90725	0.162
chr12	75602648	75604648	chr12_75602648_75604648	0.97525	0.293
chr12	75722836	75724836	chr12_75722836_75724836	0.937	0.2235
chr12	75727463	75729463	chr12_75727463_75729463	1	0
chr12	75783850	75785850	chr12_75783850_75785850	1	0.2485
chr12	75873460	75875460	chr12_75873460_75875460	0.988083	0.3855
chr12	75904401	75906401	chr12_75904401_75906401	1	0.118
chr12	7595781	7597781	chr12_7595781_7597781	1	0.157
chr12	76426712	76428712	chr12_76426712_76428712	0.99425	0.282
chr12	76477813	76479813	chr12_76477813_76479813	1	0.243
chr12	7655489	7657489	chr12_7655489_7657489	1	0.1825
chr12	76741222	76743222	chr12_76741222_76743222	0.967917	0.141
chr12	76952589	76954589	chr12_76952589_76954589	1	0.021
chr12	77156368	77158368	chr12_77156368_77158368	0.889708	0.2135
chr12	771945	773945	chr12_771945_773945	1	0.2035
chr12	77271840	77273840	chr12_77271840_77273840	0.99975	0.034
chr12	77458360	77460360	chr12_77458360_77460360	1	0.1
chr12	77949568	77951568	chr12_77949568_77951568	1	0.076
chr12	7817489	7819489	chr12_7817489_7819489	0.768042	0.4205
chr12	78224069	78226069	chr12_78224069_78226069	0.971208	0.138
chr12	7847372	7849372	chr12_7847372_7849372	0.935542	0.4385
chr12	7863050	7865050	chr12_7863050_7865050	0.877083	0.205
chr12	7901069	7903069	chr12_7901069_7903069	0.847083	0.7115
chr12	7916812	7918812	chr12_7916812_7918812	0.731917	0.814
chr12	79257449	79259449	chr12_79257449_79259449	0.98475	0.0755
chr12	7940992	7942992	chr12_7940992_7942992	0.81625	0.1565
chr12	80083877	80085877	chr12_80083877_80085877	1	0.0605
chr12	80197742	80199742	chr12_80197742_80199742	1	0.089
chr12	8024420	8026420	chr12_8024420_8026420	0.914458	0.367
chr12	80327978	80329978	chr12_80327978_80329978	1	0.0655
chr12	80602233	80604233	chr12_80602233_80604233	0.99925	0.1075
chr12	80837126	80839126	chr12_80837126_80839126	0.99975	0.0115
chr12	8087871	8089871	chr12_8087871_8089871	0.846292	0.273
chr12	81100277	81102277	chr12_81100277_81102277	1	0.0265
chr12	81109691	81111691	chr12_81109691_81111691	1	0
chr12	81330704	81332704	chr12_81330704_81332704	1	0.049
chr12	81469990	81471990	chr12_81469990_81471990	1	0.174
chr12	8184299	8186299	chr12_8184299_8186299	0.954667	0.1945
chr12	82152109	82154109	chr12_82152109_82154109	1	0.044
chr12	8218067	8220067	chr12_8218067_8220067	0.936	0.3315
chr12	8233807	8235807	chr12_8233807_8235807	0.952917	0.0685
chr12	82751276	82753276	chr12_82751276_82753276	0.9955	0.1035
chr12	82751567	82753567	chr12_82751567_82753567	0.9955	0.1675
chr12	8275228	8277228	chr12_8275228_8277228	1	0.11
chr12	83079659	83081659	chr12_83079659_83081659	1	0.056
chr12	8324133	8326133	chr12_8324133_8326133	0.530083	0.146
chr12	8379214	8381214	chr12_8379214_8381214	0.517417	0.307
chr12	85305655	85307655	chr12_85305655_85307655	1	0.0305
chr12	85429035	85431035	chr12_85429035_85431035	0.993375	0.23
chr12	85429149	85431149	chr12_85429149_85431149	0.993375	0.221
chr12	85672885	85674885	chr12_85672885_85674885	1	0
chr12	8607522	8609522	chr12_8607522_8609522	0.95625	0.4355
chr12	861089	863089	chr12_861089_863089	1	0.021
chr12	86229348	86231348	chr12_86229348_86231348	1	0.0255
chr12	86267075	86269075	chr12_86267075_86269075	1	0.04
chr12	86649045	86651045	chr12_86649045_86651045	1	0.021
chr12	8665136	8667136	chr12_8665136_8667136	1	0.216
chr12	8692559	8694559	chr12_8692559_8694559	0.859542	0.3755
chr12	8764467	8766467	chr12_8764467_8766467	0.999	0.0935
chr12	8814408	8816408	chr12_8814408_8816408	0.94525	0.0995
chr12	88422189	88424189	chr12_88422189_88424189	0.95275	0.174
chr12	88428223	88430223	chr12_88428223_88430223	1	0.0115
chr12	8849518	8851518	chr12_8849518_8851518	1	0.1455
chr12	88534993	88536993	chr12_88534993_88536993	1	0.019
chr12	88535073	88537073	chr12_88535073_88537073	1	0.019
chr12	88973238	88975238	chr12_88973238_88975238	1	0.116
chr12	8974068	8976068	chr12_8974068_8976068	0.892833	0.4005
chr12	89746048	89748048	chr12_89746048_89748048	1	0
chr12	89917583	89919583	chr12_89917583_89919583	1	0
chr12	89918801	89920801	chr12_89918801_89920801	1	0.034
chr12	89918975	89920975	chr12_89918975_89920975	1	0.0885
chr12	90101608	90103608	chr12_90101608_90103608	1	0.0455
chr12	9066149	9068149	chr12_9066149_9068149	0.928	0.1795
chr12	9101551	9103551	chr12_9101551_9103551	1	0.106
chr12	91347953	91349953	chr12_91347953_91349953	1	0.1685
chr12	91397803	91399803	chr12_91397803_91399803	1	0.011
chr12	9141137	9143137	chr12_9141137_9143137	0.916125	0.1585
chr12	91450760	91452760	chr12_91450760_91452760	1	0.0555
chr12	91504608	91506608	chr12_91504608_91506608	1	0
chr12	91575900	91577900	chr12_91575900_91577900	1	0
chr12	92535447	92537447	chr12_92535447_92537447	0.99625	0
chr12	92538673	92540673	chr12_92538673_92540673	1	0.038
chr12	9267753	9269753	chr12_9267753_9269753	1	0.45
chr12	92816735	92818735	chr12_92816735_92818735	0.99975	0.479
chr12	92820924	92822924	chr12_92820924_92822924	0.86725	0.508
chr12	93095619	93097619	chr12_93095619_93097619	0.920333	0.332
chr12	93129311	93131311	chr12_93129311_93131311	1	0.165
chr12	93322107	93324107	chr12_93322107_93324107	1	0.0735
chr12	9359966	9361966	chr12_9359966_9361966	1	0.067
chr12	93770659	93772659	chr12_93770659_93772659	0.904583	0.1625
chr12	93835038	93837038	chr12_93835038_93837038	1	0.2025
chr12	93860264	93862264	chr12_93860264_93862264	0.976792	0.4095
chr12	93962590	93964590	chr12_93962590_93964590	0.934708	0.2125
chr12	94070493	94072493	chr12_94070493_94072493	1	0.173
chr12	94541499	94543499	chr12_94541499_94543499	1	0.2115
chr12	94672956	94674956	chr12_94672956_94674956	0.911667	0.1145
chr12	94852728	94854728	chr12_94852728_94854728	1	0
chr12	95043338	95045338	chr12_95043338_95045338	0.874667	0.2705
chr12	95396546	95398546	chr12_95396546_95398546	0.954375	0.4175
chr12	95466479	95468479	chr12_95466479_95468479	0.961417	0.283
chr12	95610240	95612240	chr12_95610240_95612240	1	0.011
chr12	95610522	95612522	chr12_95610522_95612522	1	0
chr12	95773672	95775672	chr12_95773672_95775672	0.65425	0.837
chr12	95866727	95868727	chr12_95866727_95868727	1	0.0025
chr12	95944266	95946266	chr12_95944266_95946266	1	0.0195
chr12	96183536	96185536	chr12_96183536_96185536	1	0.0265
chr12	96195875	96197875	chr12_96195875_96197875	1	0.381
chr12	96251706	96253706	chr12_96251706_96253706	1	0.3315
chr12	96335752	96337752	chr12_96335752_96337752	1	0.224
chr12	96336071	96338071	chr12_96336071_96338071	1	0.198
chr12	96389143	96391143	chr12_96389143_96391143	1	0.2815
chr12	96428439	96430439	chr12_96428439_96430439	0.979167	0.211
chr12	96587160	96589160	chr12_96587160_96589160	0.9545	0.2625
chr12	96793338	96795338	chr12_96793338_96795338	1	0.0395
chr12	96882365	96884365	chr12_96882365_96884365	0.972	0.293
chr12	97300244	97302244	chr12_97300244_97302244	1	0.1965
chr12	9759482	9761482	chr12_9759482_9761482	0.845708	0.4315
chr12	9821309	9823309	chr12_9821309_9823309	1	0.2325
chr12	9884895	9886895	chr12_9884895_9886895	1	0.1245
chr12	98896633	98898633	chr12_98896633_98898633	0.978	0.208
chr12	98908408	98910408	chr12_98908408_98910408	1	0.0105
chr12	98986403	98988403	chr12_98986403_98988403	0.965167	0.1705
chr12	99037853	99039853	chr12_99037853_99039853	1	0.0375
chr12	99037919	99039919	chr12_99037919_99039919	1	0.0375
chr12	9912497	9914497	chr12_9912497_9914497	1	0.06
chr12	9979077	9981077	chr12_9979077_9981077	0.860292	0.4245
chr13	100152671	100154671	chr13_100152671_100154671	1	0.0175
chr13	100257923	100259923	chr13_100257923_100259923	1	0.3175
chr13	100623163	100625163	chr13_100623163_100625163	1	0.0285
chr13	100633026	100635026	chr13_100633026_100635026	1	0.1855
chr13	100740337	100742337	chr13_100740337_100742337	0.944042	0.2185
chr13	101235251	101237251	chr13_101235251_101237251	0.942917	0.446
chr13	101326049	101328049	chr13_101326049_101328049	1	0.2415
chr13	102067706	102069706	chr13_102067706_102069706	1	0.0735
chr13	102103966	102105966	chr13_102103966_102105966	1	0.1225
chr13	103053124	103055124	chr13_103053124_103055124	0.99875	0.0495
chr13	103248353	103250353	chr13_103248353_103250353	1	0.0475
chr13	103345854	103347854	chr13_103345854_103347854	0.97925	0.0355
chr13	103388159	103390159	chr13_103388159_103390159	0.9985	0.0745
chr13	103425161	103427161	chr13_103425161_103427161	1	0.112
chr13	103450357	103452357	chr13_103450357_103452357	1	0
chr13	103450399	103452399	chr13_103450399_103452399	1	0
chr13	103458704	103460704	chr13_103458704_103460704	0.823958	0.3395
chr13	103496194	103498194	chr13_103496194_103498194	0.961583	0.585
chr13	103718196	103720196	chr13_103718196_103720196	0.998	0.314
chr13	106117592	106119592	chr13_106117592_106119592	1	0.3635
chr13	107186462	107188462	chr13_107186462_107188462	1	0.114
chr13	107219512	107221512	chr13_107219512_107221512	1	0.35
chr13	108518083	108520083	chr13_108518083_108520083	0.99775	0.214
chr13	108866130	108868130	chr13_108866130_108868130	1	0.3935
chr13	108869727	108871727	chr13_108869727_108871727	0.93375	0.2775
chr13	108921066	108923066	chr13_108921066_108923066	1	0.0905
chr13	109247500	109249500	chr13_109247500_109249500	1	0.157
chr13	110437915	110439915	chr13_110437915_110439915	1	0.2865
chr13	110958496	110960496	chr13_110958496_110960496	1	0.0295
chr13	110958614	110960614	chr13_110958614_110960614	1	0.0295
chr13	111213080	111215080	chr13_111213080_111215080	0.93325	0.2085
chr13	111267008	111269008	chr13_111267008_111269008	0.986542	0.2525
chr13	111357504	111359504	chr13_111357504_111359504	0.998	0.405
chr13	111366329	111368329	chr13_111366329_111368329	1	0.0405
chr13	111521162	111523162	chr13_111521162_111523162	0.977083	0.1795
chr13	111566416	111568416	chr13_111566416_111568416	1	0.261
chr13	111766624	111768624	chr13_111766624_111768624	1	0.223
chr13	111972015	111974015	chr13_111972015_111974015	0.99725	0.1785
chr13	112239638	112241638	chr13_112239638_112241638	1	0.1965
chr13	112720913	112722913	chr13_112720913_112722913	0.984083	0.21
chr13	113029633	113031633	chr13_113029633_113031633	0.94475	0.2615
chr13	113241481	113243481	chr13_113241481_113243481	1	0.2135
chr13	113300358	113302358	chr13_113300358_113302358	0.8715	0.283
chr13	113343643	113345643	chr13_113343643_113345643	0.966083	0.1865
chr13	113622535	113624535	chr13_113622535_113624535	1	0.1475
chr13	113755608	113757608	chr13_113755608_113757608	0.935417	0.4505
chr13	113759121	113761121	chr13_113759121_113761121	0.920958	0.4055
chr13	113776132	113778132	chr13_113776132_113778132	1	0.1585
chr13	113811968	113813968	chr13_113811968_113813968	0.966667	0.3685
chr13	113861983	113863983	chr13_113861983_113863983	1	0.2255
chr13	113862858	113864858	chr13_113862858_113864858	1	0.1445
chr13	113950556	113952556	chr13_113950556_113952556	0.908833	0.219
chr13	114017441	114019441	chr13_114017441_114019441	0.879542	0.3575
chr13	114106839	114108839	chr13_114106839_114108839	1	0.0745
chr13	114144267	114146267	chr13_114144267_114146267	0.996	0.15
chr13	114144310	114146310	chr13_114144310_114146310	0.996	0.15
chr13	114238056	114240056	chr13_114238056_114240056	0.790083	0.56
chr13	114311501	114313501	chr13_114311501_114313501	1	0.0495
chr13	114320470	114322470	chr13_114320470_114322470	0.9955	0.227
chr13	114461216	114463216	chr13_114461216_114463216	0.999667	0.109
chr13	114566040	114568040	chr13_114566040_114568040	0.980458	0.115
chr13	114897086	114899086	chr13_114897086_114899086	0.922333	0.4035
chr13	114999362	115001362	chr13_114999362_115001362	1	0.314
chr13	115046059	115048059	chr13_115046059_115048059	0.915958	0.164
chr13	115078988	115080988	chr13_115078988_115080988	0.972458	0.4165
chr13	19754992	19756992	chr13_19754992_19756992	0.947708	0.474
chr13	19755173	19757173	chr13_19755173_19757173	0.896333	0.5015
chr13	20076419	20078419	chr13_20076419_20078419	0.561667	0.3995
chr13	20206821	20208821	chr13_20206821_20208821	0.968	0.118
chr13	20267547	20269547	chr13_20267547_20269547	0.855083	0.3945
chr13	20356057	20358057	chr13_20356057_20358057	0.871417	0.216
chr13	20436664	20438664	chr13_20436664_20438664	0.96025	0.0265
chr13	20531810	20533810	chr13_20531810_20533810	0.96025	0.1895
chr13	20734188	20736188	chr13_20734188_20736188	1	0.051
chr13	20762919	20764919	chr13_20762919_20764919	1	0
chr13	20805534	20807534	chr13_20805534_20807534	1	0.0215
chr13	21098996	21100996	chr13_21098996_21100996	1	0.134
chr13	21140277	21142277	chr13_21140277_21142277	0.968625	0.1975
chr13	21276482	21278482	chr13_21276482_21278482	1	0.211
chr13	21347088	21349088	chr13_21347088_21349088	0.937125	0.1825
chr13	21475949	21477949	chr13_21475949_21477949	0.898125	0.1795
chr13	21634686	21636686	chr13_21634686_21636686	0.936375	0.214
chr13	21713653	21715653	chr13_21713653_21715653	0.987917	0.2675
chr13	21749741	21751741	chr13_21749741_21751741	1	0
chr13	21749784	21751784	chr13_21749784_21751784	1	0
chr13	22032423	22034423	chr13_22032423_22034423	0.997	0.104
chr13	22177353	22179353	chr13_22177353_22179353	1	0.028
chr13	22244522	22246522	chr13_22244522_22246522	1	0.033
chr13	23754091	23756091	chr13_23754091_23756091	1	0.1105
chr13	24006841	24008841	chr13_24006841_24008841	1	0.131
chr13	24152499	24154499	chr13_24152499_24154499	1	0.0335
chr13	24321243	24323243	chr13_24321243_24323243	0.900583	0.363
chr13	24462558	24464558	chr13_24462558_24464558	0.955917	0.304
chr13	24470194	24472194	chr13_24470194_24472194	0.85425	0.3665
chr13	24552944	24554944	chr13_24552944_24554944	0.944667	0.348
chr13	24880304	24882304	chr13_24880304_24882304	0.98025	0
chr13	24894566	24896566	chr13_24894566_24896566	0.756083	0.271
chr13	25085948	25087948	chr13_25085948_25087948	0.97525	0.2525
chr13	25253549	25255549	chr13_25253549_25255549	0.9675	0.0745
chr13	25337290	25339290	chr13_25337290_25339290	0.823083	0.239
chr13	25496018	25498018	chr13_25496018_25498018	0.976292	0.1525
chr13	25590541	25592541	chr13_25590541_25592541	0.730542	0.32
chr13	25669300	25671300	chr13_25669300_25671300	0.843667	0.272
chr13	25745425	25747425	chr13_25745425_25747425	1	0.0535
chr13	25861147	25863147	chr13_25861147_25863147	0.948042	0.2455
chr13	25874662	25876662	chr13_25874662_25876662	1	0.0285
chr13	25945209	25947209	chr13_25945209_25947209	0.9955	0.1585
chr13	26441061	26443061	chr13_26441061_26443061	0.979208	0.052
chr13	26451679	26453679	chr13_26451679_26453679	0.931458	0.2035
chr13	26624169	26626169	chr13_26624169_26626169	1	0
chr13	26795791	26797791	chr13_26795791_26797791	0.996208	0.127
chr13	26827276	26829276	chr13_26827276_26829276	1	0.017
chr13	27130887	27132887	chr13_27130887_27132887	1	0.0815
chr13	27333922	27335922	chr13_27333922_27335922	1	0.077
chr13	27745033	27747033	chr13_27745033_27747033	0.993542	0.2395
chr13	27824446	27826446	chr13_27824446_27826446	1	0.36
chr13	27843464	27845464	chr13_27843464_27845464	0.902	0.2265
chr13	27997681	27999681	chr13_27997681_27999681	1	0.2455
chr13	28023701	28025701	chr13_28023701_28025701	1	0.0315
chr13	28193541	28195541	chr13_28193541_28195541	1	0.012
chr13	28193903	28195903	chr13_28193903_28195903	1	0.012
chr13	28365780	28367780	chr13_28365780_28367780	1	0.011
chr13	28493157	28495157	chr13_28493157_28495157	1	0.0775
chr13	28518343	28520343	chr13_28518343_28520343	0.900833	0.562
chr13	28544276	28546276	chr13_28544276_28546276	1	0.072
chr13	28561791	28563791	chr13_28561791_28563791	0.813917	0.5395
chr13	28673729	28675729	chr13_28673729_28675729	1	0.093
chr13	28711643	28713643	chr13_28711643_28713643	0.997917	0.1015
chr13	29068232	29070232	chr13_29068232_29070232	1	0.011
chr13	29232241	29234241	chr13_29232241_29234241	1	0.261
chr13	29292107	29294107	chr13_29292107_29294107	1	0.278
chr13	29597748	29599748	chr13_29597748_29599748	1	0.351
chr13	30168825	30170825	chr13_30168825_30170825	1	0.15
chr13	30423821	30425821	chr13_30423821_30425821	1	0.0925
chr13	30880621	30882621	chr13_30880621_30882621	1	0.218
chr13	31190734	31192734	chr13_31190734_31192734	1	0
chr13	31190920	31192920	chr13_31190920_31192920	1	0
chr13	31308645	31310645	chr13_31308645_31310645	0.987583	0.095
chr13	31479328	31481328	chr13_31479328_31481328	1	0.016
chr13	31505840	31507840	chr13_31505840_31507840	1	0.145
chr13	31735064	31737064	chr13_31735064_31737064	1	0
chr13	31773073	31775073	chr13_31773073_31775073	1	0.145
chr13	32312679	32314679	chr13_32312679_32314679	0.999	0.015
chr13	32604437	32606437	chr13_32604437_32606437	0.981458	0.039
chr13	32888481	32890481	chr13_32888481_32890481	0.962625	0.227
chr13	32888617	32890617	chr13_32888617_32890617	0.962625	0.227
chr13	33001315	33003315	chr13_33001315_33003315	1	0.0375
chr13	33111936	33113936	chr13_33111936_33113936	0.991083	0.1735
chr13	33159564	33161564	chr13_33159564_33161564	1	0.1475
chr13	33589571	33591571	chr13_33589571_33591571	1	0.063
chr13	33858892	33860892	chr13_33858892_33860892	1	0.0175
chr13	34391186	34393186	chr13_34391186_34393186	0.944667	0.373
chr13	35515424	35517424	chr13_35515424_35517424	1	0.1655
chr13	36049832	36051832	chr13_36049832_36051832	0.98425	0.0295
chr13	36704443	36706443	chr13_36704443_36706443	1	0.0575
chr13	36870886	36872886	chr13_36870886_36872886	0.984458	0.271
chr13	36870979	36872979	chr13_36870979_36872979	0.984458	0.472
chr13	36919569	36921569	chr13_36919569_36921569	0.955375	0.1165
chr13	36919934	36921934	chr13_36919934_36921934	0.935042	0.255
chr13	37005495	37007495	chr13_37005495_37007495	1	0.0685
chr13	37247049	37249049	chr13_37247049_37249049	1	0.067
chr13	37392361	37394361	chr13_37392361_37394361	1	0.045
chr13	37493409	37495409	chr13_37493409_37495409	0.999	0.134
chr13	37572504	37574504	chr13_37572504_37574504	0.881917	0.313
chr13	37573678	37575678	chr13_37573678_37575678	0.802833	0.4245
chr13	37632823	37634823	chr13_37632823_37634823	0.950042	0.282
chr13	37678803	37680803	chr13_37678803_37680803	0.99675	0.1115
chr13	38171981	38173981	chr13_38171981_38173981	1	0.011
chr13	38442939	38444939	chr13_38442939_38444939	1	0.0305
chr13	38923018	38925018	chr13_38923018_38925018	1	0.093
chr13	39260266	39262266	chr13_39260266_39262266	1	0.0105
chr13	39564203	39566203	chr13_39564203_39566203	0.96625	0.6695
chr13	39611213	39613213	chr13_39611213_39613213	1	0
chr13	39611455	39613455	chr13_39611455_39613455	1	0
chr13	40176308	40178308	chr13_40176308_40178308	1	0.066
chr13	40228814	40230814	chr13_40228814_40230814	1	0.158
chr13	41110323	41112323	chr13_41110323_41112323	0.8735	0.38
chr13	41239734	41241734	chr13_41239734_41241734	1	0.1115
chr13	41344309	41346309	chr13_41344309_41346309	0.914458	0.3215
chr13	41362633	41364633	chr13_41362633_41364633	0.904375	0.248
chr13	41592450	41594450	chr13_41592450_41594450	1	0.051
chr13	41634410	41636410	chr13_41634410_41636410	0.983167	0.076
chr13	41705882	41707882	chr13_41705882_41707882	0.933	0.1145
